variant,period,decision_time,boundary,promoted_asset,displaced_asset,promoted_confidence,displaced_confidence,upper_liquidity,lower_liquidity,absolute_liquidity_difference,relative_liquidity_sacrifice,c2_top6_total_liquidity,variant_top6_total_liquidity,top6_liquidity_retained_ratio,affects_raw_top6,affects_raw_top8_only,affects_hysteresis
E15,POST_WARMUP,2023-12-04T00:00:00+00:00,TOP6_ENTRY,RUNE-USDT,KAS-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,10070968.810168184,8971831.065723132,1099137.744445052,0.10913922634089625,240152280.9202873,239053143.17584226,0.9954231634185066,True,False,True
E15,POST_WARMUP,2023-12-18T00:00:00+00:00,TOP8_RETENTION,INJ-USDT,KAS-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8678502.822591739,8592383.833407313,86118.98918442614,0.009923254153958743,257609786.08926538,257609786.08926538,1.0,False,True,True
E15,POST_WARMUP,2024-02-19T00:00:00+00:00,TOP6_ENTRY,AVAX-USDT,SUI-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,10909510.399170946,9696820.980703052,1212689.4184678942,0.11115892227024697,292327079.46753937,291114390.0490715,0.9958516008141404,True,False,False
E15,POST_WARMUP,2024-06-03T00:00:00+00:00,TOP8_RETENTION,XRP-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8202526.586075991,8200326.572255721,2200.0138202700764,0.00026821172686043574,334360451.0659409,334360451.0659409,1.0,False,True,False
E15,POST_WARMUP,2024-07-01T00:00:00+00:00,TOP6_ENTRY,XRP-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8038418.490285354,7791285.393177886,247133.09710746817,0.03074399490473595,277177960.4131875,276930827.31608003,0.9991083955710653,True,False,False
E15,POST_WARMUP,2024-07-15T00:00:00+00:00,TOP6_ENTRY,ONDO-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,7624324.514198951,6931980.32439856,692344.189800391,0.0908072824695516,290793091.9131361,290100747.72333574,0.9976191174788733,True,False,False
E15,POST_WARMUP,2024-07-29T00:00:00+00:00,TOP8_RETENTION,SHIB-USDT,KAS-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,5570366.297906198,5181841.489806119,388524.80810007825,0.06974852053196536,346053526.8993188,346053526.8993188,1.0,False,True,False
E15,POST_WARMUP,2024-08-26T00:00:00+00:00,TOP8_RETENTION,DOGE-USDT,KAS-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,4988808.490759853,4823615.803291137,165192.68746871594,0.033112653607506023,395966199.4610068,395966199.4610068,1.0,False,True,False
E15,POST_WARMUP,2024-09-09T00:00:00+00:00,TOP6_ENTRY,XMR-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,6113401.178914348,5930929.228137547,182471.9507768005,0.029847861351903773,288816370.4047151,288633898.45393836,0.9993682077282494,True,False,True
E15,POST_WARMUP,2024-09-16T00:00:00+00:00,TOP8_RETENTION,WIF-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,5845550.566147566,5043024.536526058,802526.029621508,0.13728835642429527,254280242.27985987,254280242.27985987,1.0,False,True,True
E15,POST_WARMUP,2024-11-11T00:00:00+00:00,TOP6_ENTRY,XRP-USDT,PEPE-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8368895.676662574,8030384.580856206,338511.0958063677,0.04044871735590356,339627401.65096605,339288890.5551597,0.999003286854474,True,False,False
E15,POST_WARMUP,2024-11-18T00:00:00+00:00,TOP6_ENTRY,XRP-USDT,PEPE-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,9245728.67668043,8774892.352769641,470836.32391078956,0.05092473945275212,397055633.999008,396584797.67509717,0.9988141804734799,True,False,False
E15,POST_WARMUP,2024-11-25T00:00:00+00:00,TOP6_ENTRY,XRP-USDT,SUI-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,32003254.082816973,28766795.05913284,3236459.023684133,0.10112906066704748,615348303.5693731,612111844.545689,0.994740443737456,True,False,False
