variant,membership_type,asset,membership_weeks,entry_count,reentry_count,first_entry,final_exit,median_duration_weeks,mean_duration_weeks,maximum_duration_weeks
D_EVIDENCE_STRONG,top_10,ATOM-USDT,104,7,6,2019-08-26T00:00:00+00:00,2022-11-07T00:00:00+00:00,9,14.857142857142858,55
D_EVIDENCE_STRONG,top_10,AVAX-USDT,76,8,7,2021-09-06T00:00:00+00:00,2024-05-27T00:00:00+00:00,2.5,9.5,45
D_EVIDENCE_STRONG,top_10,BCH-USDT,11,3,2,2021-05-10T00:00:00+00:00,2023-10-09T00:00:00+00:00,3,3.6666666666666665,7
D_EVIDENCE_STRONG,top_10,BNB-USDT,135,14,13,2019-09-23T00:00:00+00:00,2024-04-15T00:00:00+00:00,8.5,9.642857142857142,45
D_EVIDENCE_STRONG,top_10,BTC-USDT,313,1,0,2019-01-07T00:00:00+00:00,2024-12-30T00:00:00+00:00,313,313.0,313
D_EVIDENCE_STRONG,top_10,BTT-USDT,4,1,0,2021-04-12T00:00:00+00:00,2021-05-03T00:00:00+00:00,4,4.0,4
D_EVIDENCE_STRONG,top_10,CFX-USDT,5,2,1,2023-04-03T00:00:00+00:00,2023-06-12T00:00:00+00:00,2.5,2.5,3
D_EVIDENCE_STRONG,top_10,CHZ-USDT,2,1,0,2022-11-28T00:00:00+00:00,2022-12-05T00:00:00+00:00,2,2.0,2
D_EVIDENCE_STRONG,top_10,CRO-USDT,3,1,0,2021-12-06T00:00:00+00:00,2021-12-20T00:00:00+00:00,3,3.0,3
D_EVIDENCE_STRONG,top_10,DOGE-USDT,120,10,9,2021-05-17T00:00:00+00:00,2024-12-30T00:00:00+00:00,9.5,12.0,28
D_EVIDENCE_STRONG,top_10,DOT-USDT,75,6,5,2020-11-23T00:00:00+00:00,2022-08-15T00:00:00+00:00,9.5,12.5,28
D_EVIDENCE_STRONG,top_10,ELON-USDT,1,1,0,2021-11-15T00:00:00+00:00,2021-11-15T00:00:00+00:00,1,1.0,1
D_EVIDENCE_STRONG,top_10,ETH-USDT,313,1,0,2019-01-07T00:00:00+00:00,2024-12-30T00:00:00+00:00,313,313.0,313
D_EVIDENCE_STRONG,top_10,FET-USDT,20,3,2,2024-03-11T00:00:00+00:00,2024-12-23T00:00:00+00:00,4,6.666666666666667,12
D_EVIDENCE_STRONG,top_10,FIL-USDT,3,1,0,2024-03-04T00:00:00+00:00,2024-03-18T00:00:00+00:00,3,3.0,3
D_EVIDENCE_STRONG,top_10,FLOKI-USDT,8,2,1,2024-03-18T00:00:00+00:00,2024-06-24T00:00:00+00:00,4.0,4.0,4
D_EVIDENCE_STRONG,top_10,GALAX-USDT,3,1,0,2023-01-23T00:00:00+00:00,2023-02-06T00:00:00+00:00,3,3.0,3
D_EVIDENCE_STRONG,top_10,GMT-USDT,3,1,0,2022-07-18T00:00:00+00:00,2022-08-01T00:00:00+00:00,3,3.0,3
D_EVIDENCE_STRONG,top_10,GRT-USDT,2,2,1,2021-03-22T00:00:00+00:00,2023-03-06T00:00:00+00:00,1.0,1.0,1
D_EVIDENCE_STRONG,top_10,HBAR-USDT,7,2,1,2023-08-28T00:00:00+00:00,2024-12-30T00:00:00+00:00,3.5,3.5,4
D_EVIDENCE_STRONG,top_10,ICP-USDT,24,3,2,2021-08-16T00:00:00+00:00,2024-05-20T00:00:00+00:00,8,8.0,11
D_EVIDENCE_STRONG,top_10,INJ-USDT,34,3,2,2023-05-01T00:00:00+00:00,2024-08-05T00:00:00+00:00,14,11.333333333333334,19
D_EVIDENCE_STRONG,top_10,JASMY-USDT,18,4,3,2022-03-28T00:00:00+00:00,2024-08-19T00:00:00+00:00,4.0,4.5,9
D_EVIDENCE_STRONG,top_10,KCS-USDT,131,1,0,2019-03-11T00:00:00+00:00,2021-09-06T00:00:00+00:00,131,131.0,131
D_EVIDENCE_STRONG,top_10,KSM-USDT,5,2,1,2020-05-18T00:00:00+00:00,2021-07-05T00:00:00+00:00,2.5,2.5,3
D_EVIDENCE_STRONG,top_10,LDO-USDT,3,1,0,2023-02-27T00:00:00+00:00,2023-03-13T00:00:00+00:00,3,3.0,3
D_EVIDENCE_STRONG,top_10,LINK-USDT,65,11,10,2020-11-23T00:00:00+00:00,2024-12-30T00:00:00+00:00,3,5.909090909090909,20
D_EVIDENCE_STRONG,top_10,LTC-USDT,172,4,3,2019-03-18T00:00:00+00:00,2023-11-13T00:00:00+00:00,24.5,43.0,116
D_EVIDENCE_STRONG,top_10,LUNA-USDT,5,1,0,2022-09-26T00:00:00+00:00,2022-10-24T00:00:00+00:00,5,5.0,5
D_EVIDENCE_STRONG,top_10,LUNC-USDT,22,2,1,2022-09-12T00:00:00+00:00,2023-12-25T00:00:00+00:00,11.0,11.0,20
D_EVIDENCE_STRONG,top_10,NAKA-USDT,3,2,1,2023-09-25T00:00:00+00:00,2023-10-16T00:00:00+00:00,1.5,1.5,2
D_EVIDENCE_STRONG,top_10,NEAR-USDT,46,5,4,2022-01-10T00:00:00+00:00,2024-10-14T00:00:00+00:00,9,9.2,12
D_EVIDENCE_STRONG,top_10,ONDO-USDT,18,2,1,2024-04-22T00:00:00+00:00,2024-09-02T00:00:00+00:00,9.0,9.0,14
D_EVIDENCE_STRONG,top_10,ONE-USDT,6,2,1,2021-11-01T00:00:00+00:00,2022-02-07T00:00:00+00:00,3.0,3.0,4
D_EVIDENCE_STRONG,top_10,OP-USDT,4,1,0,2023-03-13T00:00:00+00:00,2023-04-03T00:00:00+00:00,4,4.0,4
D_EVIDENCE_STRONG,top_10,PYR-USDT,1,1,0,2022-04-25T00:00:00+00:00,2022-04-25T00:00:00+00:00,1,1.0,1
D_EVIDENCE_STRONG,top_10,QNT-USDT,4,1,0,2022-10-17T00:00:00+00:00,2022-11-07T00:00:00+00:00,4,4.0,4
D_EVIDENCE_STRONG,top_10,RSR-USDT,3,1,0,2022-10-17T00:00:00+00:00,2022-10-31T00:00:00+00:00,3,3.0,3
D_EVIDENCE_STRONG,top_10,RUNE-USDT,7,3,2,2022-03-28T00:00:00+00:00,2023-12-11T00:00:00+00:00,3,2.3333333333333335,3
D_EVIDENCE_STRONG,top_10,SAND-USDT,7,1,0,2021-11-29T00:00:00+00:00,2022-01-10T00:00:00+00:00,7,7.0,7
D_EVIDENCE_STRONG,top_10,SEI-USDT,1,1,0,2024-01-29T00:00:00+00:00,2024-01-29T00:00:00+00:00,1,1.0,1
D_EVIDENCE_STRONG,top_10,SENSO-USDT,15,2,1,2020-06-22T00:00:00+00:00,2020-11-02T00:00:00+00:00,7.5,7.5,9
D_EVIDENCE_STRONG,top_10,SHIB-USDT,127,11,10,2021-10-25T00:00:00+00:00,2024-12-30T00:00:00+00:00,13,11.545454545454545,26
D_EVIDENCE_STRONG,top_10,SLP-USDT,3,1,0,2022-02-28T00:00:00+00:00,2022-03-14T00:00:00+00:00,3,3.0,3
D_EVIDENCE_STRONG,top_10,SOL-USDT,165,1,0,2021-11-08T00:00:00+00:00,2024-12-30T00:00:00+00:00,165,165.0,165
D_EVIDENCE_STRONG,top_10,STX-USDT,2,1,0,2023-03-20T00:00:00+00:00,2023-03-27T00:00:00+00:00,2,2.0,2
D_EVIDENCE_STRONG,top_10,TAO-USDT,9,1,0,2024-10-07T00:00:00+00:00,2024-12-02T00:00:00+00:00,9,9.0,9
D_EVIDENCE_STRONG,top_10,TRX-USDT,108,8,7,2019-03-18T00:00:00+00:00,2024-09-16T00:00:00+00:00,3.0,13.5,88
D_EVIDENCE_STRONG,top_10,UNI-USDT,7,3,2,2020-12-21T00:00:00+00:00,2021-02-22T00:00:00+00:00,1,2.3333333333333335,5
D_EVIDENCE_STRONG,top_10,VELO-USDT,5,2,1,2020-12-21T00:00:00+00:00,2024-05-27T00:00:00+00:00,2.5,2.5,3
D_EVIDENCE_STRONG,top_10,WIF-USDT,32,3,2,2024-04-22T00:00:00+00:00,2024-12-09T00:00:00+00:00,9,10.666666666666666,14
D_EVIDENCE_STRONG,top_10,WLD-USDT,1,1,0,2023-10-23T00:00:00+00:00,2023-10-23T00:00:00+00:00,1,1.0,1
D_EVIDENCE_STRONG,top_10,XCN-USDT,2,1,0,2022-08-29T00:00:00+00:00,2022-09-05T00:00:00+00:00,2,2.0,2
D_EVIDENCE_STRONG,top_10,XMR-USDT,65,8,7,2022-12-26T00:00:00+00:00,2024-12-30T00:00:00+00:00,4.5,8.125,29
D_EVIDENCE_STRONG,top_10,XRP-USDT,303,1,0,2019-03-18T00:00:00+00:00,2024-12-30T00:00:00+00:00,303,303.0,303
D_EVIDENCE_STRONG,top_10,XTZ-USDT,50,3,2,2019-09-30T00:00:00+00:00,2020-12-07T00:00:00+00:00,3,16.666666666666668,46
D_EVIDENCE_STRONG,top_10,ZEC-USDT,17,4,3,2020-03-23T00:00:00+00:00,2020-11-16T00:00:00+00:00,3.5,4.25,8
D_EVIDENCE_STRONG,top6_top8_hysteresis,ADA,80,3,2,2020-07-13T00:00:00+00:00,2022-11-14T00:00:00+00:00,23,26.666666666666668,49
D_EVIDENCE_STRONG,top6_top8_hysteresis,ATOM,34,3,2,2020-07-20T00:00:00+00:00,2022-04-04T00:00:00+00:00,11,11.333333333333334,20
D_EVIDENCE_STRONG,top6_top8_hysteresis,AVAX,53,2,1,2021-12-06T00:00:00+00:00,2024-02-19T00:00:00+00:00,26.5,26.5,42
D_EVIDENCE_STRONG,top6_top8_hysteresis,BNB,22,2,1,2021-05-10T00:00:00+00:00,2021-11-22T00:00:00+00:00,11.0,11.0,21
D_EVIDENCE_STRONG,top6_top8_hysteresis,BTC,313,1,0,2019-01-07T00:00:00+00:00,2024-12-30T00:00:00+00:00,313,313.0,313
D_EVIDENCE_STRONG,top6_top8_hysteresis,DOGE,65,6,5,2021-06-07T00:00:00+00:00,2024-12-30T00:00:00+00:00,13.0,10.833333333333334,16
D_EVIDENCE_STRONG,top6_top8_hysteresis,DOT,14,2,1,2021-09-27T00:00:00+00:00,2022-02-07T00:00:00+00:00,7.0,7.0,10
D_EVIDENCE_STRONG,top6_top8_hysteresis,ETH,313,1,0,2019-01-07T00:00:00+00:00,2024-12-30T00:00:00+00:00,313,313.0,313
D_EVIDENCE_STRONG,top6_top8_hysteresis,FET,3,1,0,2024-10-07T00:00:00+00:00,2024-10-21T00:00:00+00:00,3,3.0,3
D_EVIDENCE_STRONG,top6_top8_hysteresis,FIL,1,1,0,2024-03-11T00:00:00+00:00,2024-03-11T00:00:00+00:00,1,1.0,1
D_EVIDENCE_STRONG,top6_top8_hysteresis,ICP,6,1,0,2024-02-12T00:00:00+00:00,2024-03-18T00:00:00+00:00,6,6.0,6
D_EVIDENCE_STRONG,top6_top8_hysteresis,INJ,17,2,1,2023-05-08T00:00:00+00:00,2024-02-05T00:00:00+00:00,8.5,8.5,10
D_EVIDENCE_STRONG,top6_top8_hysteresis,JASMY,6,1,0,2022-04-11T00:00:00+00:00,2022-05-16T00:00:00+00:00,6,6.0,6
D_EVIDENCE_STRONG,top6_top8_hysteresis,KCS,117,1,0,2019-03-11T00:00:00+00:00,2021-05-31T00:00:00+00:00,117,117.0,117
D_EVIDENCE_STRONG,top6_top8_hysteresis,LINK,5,1,0,2023-11-20T00:00:00+00:00,2023-12-18T00:00:00+00:00,5,5.0,5
D_EVIDENCE_STRONG,top6_top8_hysteresis,LTC,124,4,3,2019-03-18T00:00:00+00:00,2023-10-23T00:00:00+00:00,23.0,31.0,70
D_EVIDENCE_STRONG,top6_top8_hysteresis,LUNC,10,1,0,2022-09-26T00:00:00+00:00,2022-11-28T00:00:00+00:00,10,10.0,10
D_EVIDENCE_STRONG,top6_top8_hysteresis,NEAR,15,3,2,2022-01-31T00:00:00+00:00,2024-06-10T00:00:00+00:00,4,5.0,8
D_EVIDENCE_STRONG,top6_top8_hysteresis,ONDO,9,1,0,2024-07-01T00:00:00+00:00,2024-08-26T00:00:00+00:00,9,9.0,9
D_EVIDENCE_STRONG,top6_top8_hysteresis,OP,4,1,0,2023-03-13T00:00:00+00:00,2023-04-03T00:00:00+00:00,4,4.0,4
D_EVIDENCE_STRONG,top6_top8_hysteresis,SAND,7,1,0,2021-11-29T00:00:00+00:00,2022-01-10T00:00:00+00:00,7,7.0,7
D_EVIDENCE_STRONG,top6_top8_hysteresis,SHIB,51,6,5,2021-10-25T00:00:00+00:00,2024-12-30T00:00:00+00:00,8.5,8.5,14
D_EVIDENCE_STRONG,top6_top8_hysteresis,SOL,151,1,0,2022-02-14T00:00:00+00:00,2024-12-30T00:00:00+00:00,151,151.0,151
D_EVIDENCE_STRONG,top6_top8_hysteresis,TRX,79,3,2,2019-03-18T00:00:00+00:00,2021-05-03T00:00:00+00:00,7,26.333333333333332,69
D_EVIDENCE_STRONG,top6_top8_hysteresis,WIF,12,1,0,2024-07-15T00:00:00+00:00,2024-09-30T00:00:00+00:00,12,12.0,12
D_EVIDENCE_STRONG,top6_top8_hysteresis,XMR,27,3,2,2023-07-17T00:00:00+00:00,2024-10-14T00:00:00+00:00,7,9.0,18
D_EVIDENCE_STRONG,top6_top8_hysteresis,XRP,299,2,1,2019-03-18T00:00:00+00:00,2024-12-30T00:00:00+00:00,149.5,149.5,150
D_EVIDENCE_STRONG,top6_top8_hysteresis,XTZ,2,1,0,2020-09-07T00:00:00+00:00,2020-09-14T00:00:00+00:00,2,2.0,2
