symbol,universe_mode,entry_membership_role,trade_count,net_pnl,mean_trade_pnl,win_rate,profit_factor,fixed_survivor_member,pit_ever_member,pit_entrant_symbol,pit_membership_weeks,pit_membership_share,common_weeks,entrant_weeks,removed_survivor_weeks,first_pit_rebalance,last_pit_rebalance,longest_consecutive_pit_weeks,best_market_cap_rank,median_market_cap_rank,worst_market_cap_rank,best_venue_rank,median_venue_rank,worst_venue_rank
TRX,FIXED_SURVIVOR_30,REMOVED_SURVIVOR,8,-59.59174647666805,-7.448968309583506,0.375,0.9912939967637179,True,False,False,0,0.0,0,0,157,,,0,,,,,,
TRX,UNION_FIXED_AND_PIT,REMOVED_SURVIVOR,4,2815.51564116555,703.8789102913875,0.75,3.488768798397579,True,False,False,0,0.0,0,0,157,,,0,,,,,,
UNI,FIXED_SURVIVOR_30,COMMON_MEMBER,7,-1255.2111505630387,-179.31587865186268,0.7142857142857143,0.8643878553506061,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,8.0,12.0,15.0,8.0,11.0,14.0
UNI,INTERSECTION_FIXED_AND_PIT,COMMON_MEMBER,10,-2811.5532779198156,-281.15532779198156,0.5,0.7220351485598174,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,8.0,12.0,15.0,8.0,11.0,14.0
UNI,PIT_UNIVERSE,COMMON_MEMBER,3,834.0151072919591,278.00503576398637,0.6666666666666666,1.4407054892015874,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,8.0,12.0,15.0,8.0,11.0,14.0
UNI,UNION_FIXED_AND_PIT,COMMON_MEMBER,3,779.7847083065731,259.928236102191,0.6666666666666666,1.3358268257435235,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,8.0,12.0,15.0,8.0,11.0,14.0
XLM,FIXED_SURVIVOR_30,COMMON_MEMBER,4,59776.21881050239,14944.054702625597,0.5,19.35439775200144,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,7.0,11.0,4.0,7.0,10.0
XLM,INTERSECTION_FIXED_AND_PIT,COMMON_MEMBER,5,13575.44716456236,2715.089432912472,0.4,2.8126221686884176,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,7.0,11.0,4.0,7.0,10.0
XLM,PIT_UNIVERSE,COMMON_MEMBER,3,18076.761373314235,6025.587124438079,0.3333333333333333,6.847088007088465,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,7.0,11.0,4.0,7.0,10.0
XLM,UNION_FIXED_AND_PIT,COMMON_MEMBER,3,38955.42927182154,12985.143090607178,0.3333333333333333,13.619169152991066,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,7.0,11.0,4.0,7.0,10.0
XMR,FIXED_SURVIVOR_30,COMMON_MEMBER,6,-5830.4022363355325,-971.7337060559221,0.3333333333333333,0.4498483088412208,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,14.0,19.0,27.0,13.0,17.0,24.0
XMR,INTERSECTION_FIXED_AND_PIT,COMMON_MEMBER,12,-2882.260389986646,-240.18836583222048,0.3333333333333333,0.7286705163341565,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,14.0,19.0,27.0,13.0,17.0,24.0
XMR,PIT_UNIVERSE,COMMON_MEMBER,5,-4303.260220721528,-860.6520441443056,0.2,0.2391818485265018,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,14.0,19.0,27.0,13.0,17.0,24.0
XMR,UNION_FIXED_AND_PIT,COMMON_MEMBER,2,-7580.097233112221,-3790.0486165561106,0.0,0.0,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,14.0,19.0,27.0,13.0,17.0,24.0
XRP,FIXED_SURVIVOR_30,COMMON_MEMBER,6,-18967.531065002437,-3161.2551775004063,0.16666666666666666,0.02555068174313388,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,3.0,3.0,3.0,3.0,3.0,3.0
XRP,INTERSECTION_FIXED_AND_PIT,COMMON_MEMBER,7,-11601.21185188873,-1657.315978841247,0.2857142857142857,0.10853604291030935,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,3.0,3.0,3.0,3.0,3.0,3.0
XRP,PIT_UNIVERSE,COMMON_MEMBER,7,-7729.420596543023,-1104.202942363289,0.2857142857142857,0.19316540223104497,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,3.0,3.0,3.0,3.0,3.0,3.0
XRP,UNION_FIXED_AND_PIT,COMMON_MEMBER,6,-13815.153704619785,-2302.525617436631,0.16666666666666666,0.030982551855053084,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,3.0,3.0,3.0,3.0,3.0,3.0
ZEC,FIXED_SURVIVOR_30,COMMON_MEMBER,3,18236.36084233638,6078.78694744546,0.6666666666666666,8.472452351947572,True,True,False,128,0.8152866242038217,128,0,29,2022-01-10T00:00:00+00:00,2024-12-30T00:00:00+00:00,99,28.0,33.0,38.0,24.0,27.0,30.0
ZEC,INTERSECTION_FIXED_AND_PIT,COMMON_MEMBER,4,1192.0707769516775,298.0176942379194,0.5,1.4722445572421852,True,True,False,128,0.8152866242038217,128,0,29,2022-01-10T00:00:00+00:00,2024-12-30T00:00:00+00:00,99,28.0,33.0,38.0,24.0,27.0,30.0
ZEC,PIT_UNIVERSE,COMMON_MEMBER,3,1883.091779571302,627.6972598571007,0.3333333333333333,4.737006972811926,True,True,False,128,0.8152866242038217,128,0,29,2022-01-10T00:00:00+00:00,2024-12-30T00:00:00+00:00,99,28.0,33.0,38.0,24.0,27.0,30.0
ZEC,UNION_FIXED_AND_PIT,COMMON_MEMBER,3,14596.381783353583,4865.460594451194,0.6666666666666666,34.327671113067176,True,True,False,128,0.8152866242038217,128,0,29,2022-01-10T00:00:00+00:00,2024-12-30T00:00:00+00:00,99,28.0,33.0,38.0,24.0,27.0,30.0
