asset,day,source_timestamp,available_at,market_cap_usd,canonical_asset,canonical_symbol,normalization_rule,stablecoin_excluded,investable_identity,raw_form_count,canonical_source_asset,rebalance_time,investable_rank,local_data_available
cro,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,40603623372.5754,cro,CRO,IDENTITY,False,True,1,cro,2022-03-21T00:00:00+00:00,4,False
avaxp,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,29177922276.457844,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,2022-03-21T00:00:00+00:00,5,True
ada,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,29085191062.717693,ada,ADA,IDENTITY,False,True,1,ada,2022-03-21T00:00:00+00:00,6,True
shib_eth,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,23086815013.981518,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,2022-03-21T00:00:00+00:00,7,True
dot,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,21445247389.74982,dot,DOT,IDENTITY,False,True,1,dot,2022-03-21T00:00:00+00:00,8,True
xlm,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,20775997139.970104,xlm,XLM,IDENTITY,False,True,1,xlm,2022-03-21T00:00:00+00:00,9,True
doge,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,15944273084.847733,doge,DOGE,IDENTITY,False,True,1,doge,2022-03-21T00:00:00+00:00,10,True
ftt,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,14686936051.325207,ftt,FTT,IDENTITY,False,True,1,ftt,2022-03-21T00:00:00+00:00,11,False
matic_eth,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,14668897712.8874,matic,MATIC,NETWORK_FORM_TO_PARENT,False,True,1,matic_eth,2022-03-21T00:00:00+00:00,12,False
link,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,14582697989.41,link,LINK,IDENTITY,False,True,1,link,2022-03-21T00:00:00+00:00,13,True
uni,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,9338572911.59713,uni,UNI,IDENTITY,False,True,1,uni,2022-03-21T00:00:00+00:00,14,True
icp,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,8034110146.804277,icp,ICP,IDENTITY,False,True,1,icp,2022-03-21T00:00:00+00:00,15,False
ltc,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,8032888531.363137,ltc,LTC,IDENTITY,False,True,1,ltc,2022-03-21T00:00:00+00:00,16,True
algo,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,7434911780.65676,algo,ALGO,IDENTITY,False,True,1,algo,2022-03-21T00:00:00+00:00,17,False
bch,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,6210646022.199955,bch,BCH,IDENTITY,False,True,1,bch,2022-03-21T00:00:00+00:00,18,False
mana,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,5270221284.268054,mana,MANA,IDENTITY,False,True,1,mana,2022-03-21T00:00:00+00:00,19,False
etc,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,5102956040.888345,etc,ETC,IDENTITY,False,True,1,etc,2022-03-21T00:00:00+00:00,20,False
ht,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,4571388160.44832,ht,HT,IDENTITY,False,True,1,ht,2022-03-21T00:00:00+00:00,21,False
leo_eth,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,4004183196.6101723,leo,LEO,NETWORK_FORM_TO_PARENT,False,True,1,leo_eth,2022-03-21T00:00:00+00:00,22,False
crv,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,3682417065.661161,crv,CRV,IDENTITY,False,True,1,crv,2022-03-21T00:00:00+00:00,23,False
xmr,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,3431457267.39679,xmr,XMR,IDENTITY,False,True,1,xmr,2022-03-21T00:00:00+00:00,24,True
gno,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,3115216635.29327,gno,GNO,IDENTITY,False,True,1,gno,2022-03-21T00:00:00+00:00,25,False
ldo,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,3093594643.8243,ldo,LDO,IDENTITY,False,True,1,ldo,2022-03-21T00:00:00+00:00,26,False
xtz,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,2943110544.063753,xtz,XTZ,IDENTITY,False,True,1,xtz,2022-03-21T00:00:00+00:00,27,False
qnt,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,2892796200.865932,qnt,QNT,IDENTITY,False,True,1,qnt,2022-03-21T00:00:00+00:00,28,False
aave,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,2450513981.41176,aave,AAVE,IDENTITY,False,True,2,aave,2022-03-21T00:00:00+00:00,29,True
1inch,2022-03-20T00:00:00+00:00,2022-03-20T00:00:00+00:00,2022-03-21T00:00:00+00:00,2337051237.733305,1inch,1INCH,IDENTITY,False,True,1,1inch,2022-03-21T00:00:00+00:00,30,False
btc,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,888562475595.7218,btc,BTC,IDENTITY,False,True,2,btc,2022-03-28T00:00:00+00:00,1,True
eth,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,390100025024.9491,eth,ETH,IDENTITY,False,True,2,eth,2022-03-28T00:00:00+00:00,2,True
xrp,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,85628738159.05142,xrp,XRP,IDENTITY,False,True,1,xrp,2022-03-28T00:00:00+00:00,3,True
cro,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,48508911140.2579,cro,CRO,IDENTITY,False,True,1,cro,2022-03-28T00:00:00+00:00,4,False
ada,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,39052511586.92557,ada,ADA,IDENTITY,False,True,1,ada,2022-03-28T00:00:00+00:00,5,True
avaxp,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,30590792240.7765,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,2022-03-28T00:00:00+00:00,6,True
dot,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,25746897470.305485,dot,DOT,IDENTITY,False,True,1,dot,2022-03-28T00:00:00+00:00,7,True
shib_eth,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,25445679059.3401,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,2022-03-28T00:00:00+00:00,8,True
xlm,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,24192933474.440365,xlm,XLM,IDENTITY,False,True,1,xlm,2022-03-28T00:00:00+00:00,9,True
doge,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,19297888090.671265,doge,DOGE,IDENTITY,False,True,1,doge,2022-03-28T00:00:00+00:00,10,True
ftt,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,17326812301.28253,ftt,FTT,IDENTITY,False,True,1,ftt,2022-03-28T00:00:00+00:00,11,False
matic_eth,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,16911421598.667,matic,MATIC,NETWORK_FORM_TO_PARENT,False,True,1,matic_eth,2022-03-28T00:00:00+00:00,12,False
link,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,16819137208.273,link,LINK,IDENTITY,False,True,1,link,2022-03-28T00:00:00+00:00,13,True
uni,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,11361596406.5578,uni,UNI,IDENTITY,False,True,1,uni,2022-03-28T00:00:00+00:00,14,True
icp,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,10414923549.327707,icp,ICP,IDENTITY,False,True,1,icp,2022-03-28T00:00:00+00:00,15,False
algo,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,9469303729.9851,algo,ALGO,IDENTITY,False,True,1,algo,2022-03-28T00:00:00+00:00,16,False
ltc,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,9036806276.24923,ltc,LTC,IDENTITY,False,True,1,ltc,2022-03-28T00:00:00+00:00,17,True
bch,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,7158260328.037556,bch,BCH,IDENTITY,False,True,1,bch,2022-03-28T00:00:00+00:00,18,False
etc,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,6453545052.481782,etc,ETC,IDENTITY,False,True,1,etc,2022-03-28T00:00:00+00:00,19,False
mana,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,5973695994.346157,mana,MANA,IDENTITY,False,True,1,mana,2022-03-28T00:00:00+00:00,20,False
ht,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,4542543659.244285,ht,HT,IDENTITY,False,True,1,ht,2022-03-28T00:00:00+00:00,21,False
crv,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,4474229767.831437,crv,CRV,IDENTITY,False,True,1,crv,2022-03-28T00:00:00+00:00,22,False
leo_eth,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,4051200879.13501,leo,LEO,NETWORK_FORM_TO_PARENT,False,True,1,leo_eth,2022-03-28T00:00:00+00:00,23,False
gno,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,4026538189.98865,gno,GNO,IDENTITY,False,True,1,gno,2022-03-28T00:00:00+00:00,24,False
xmr,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,3782261289.788619,xmr,XMR,IDENTITY,False,True,1,xmr,2022-03-28T00:00:00+00:00,25,True
qnt,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,3635599511.2730613,qnt,QNT,IDENTITY,False,True,1,qnt,2022-03-28T00:00:00+00:00,26,False
ldo,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,3576409307.3150897,ldo,LDO,IDENTITY,False,True,1,ldo,2022-03-28T00:00:00+00:00,27,False
xtz,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,3420375052.1477547,xtz,XTZ,IDENTITY,False,True,1,xtz,2022-03-28T00:00:00+00:00,28,False
aave,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,2697284300.058288,aave,AAVE,IDENTITY,False,True,2,aave,2022-03-28T00:00:00+00:00,29,True
1inch,2022-03-27T00:00:00+00:00,2022-03-27T00:00:00+00:00,2022-03-28T00:00:00+00:00,2624379512.23539,1inch,1INCH,IDENTITY,False,True,1,1inch,2022-03-28T00:00:00+00:00,30,False
btc,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,882457046122.9756,btc,BTC,IDENTITY,False,True,2,btc,2022-04-04T00:00:00+00:00,1,True
eth,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,417953425564.6764,eth,ETH,IDENTITY,False,True,2,eth,2022-04-04T00:00:00+00:00,2,True
xrp,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,84290508127.31102,xrp,XRP,IDENTITY,False,True,1,xrp,2022-04-04T00:00:00+00:00,3,True
cro,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,47978170982.6528,cro,CRO,IDENTITY,False,True,1,cro,2022-04-04T00:00:00+00:00,4,False
ada,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,39259770675.07947,ada,ADA,IDENTITY,False,True,1,ada,2022-04-04T00:00:00+00:00,5,True
avaxp,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,33519493653.63813,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,2022-04-04T00:00:00+00:00,6,True
shib_eth,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,26764625706.114937,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,2022-04-04T00:00:00+00:00,7,True
dot,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,26730096106.883183,dot,DOT,IDENTITY,False,True,1,dot,2022-04-04T00:00:00+00:00,8,True
xlm,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,24975893390.567776,xlm,XLM,IDENTITY,False,True,1,xlm,2022-04-04T00:00:00+00:00,9,True
doge,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,19581090723.282387,doge,DOGE,IDENTITY,False,True,1,doge,2022-04-04T00:00:00+00:00,10,True
link,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,18098133361.8446,link,LINK,IDENTITY,False,True,1,link,2022-04-04T00:00:00+00:00,11,True
matic_eth,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,16897878186.8234,matic,MATIC,NETWORK_FORM_TO_PARENT,False,True,1,matic_eth,2022-04-04T00:00:00+00:00,12,False
ftt,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,16805149591.944904,ftt,FTT,IDENTITY,False,True,1,ftt,2022-04-04T00:00:00+00:00,13,False
uni,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,11860770766.0577,uni,UNI,IDENTITY,False,True,1,uni,2022-04-04T00:00:00+00:00,14,True
icp,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,10788634969.170607,icp,ICP,IDENTITY,False,True,1,icp,2022-04-04T00:00:00+00:00,15,False
algo,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,9320197672.41622,algo,ALGO,IDENTITY,False,True,1,algo,2022-04-04T00:00:00+00:00,16,False
ltc,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,9021289932.718239,ltc,LTC,IDENTITY,False,True,1,ltc,2022-04-04T00:00:00+00:00,17,True
bch,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,7208722717.816497,bch,BCH,IDENTITY,False,True,1,bch,2022-04-04T00:00:00+00:00,18,False
etc,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,6266951567.772977,etc,ETC,IDENTITY,False,True,1,etc,2022-04-04T00:00:00+00:00,19,False
mana,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,5978423207.871501,mana,MANA,IDENTITY,False,True,1,mana,2022-04-04T00:00:00+00:00,20,False
crv,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,5083004643.106432,crv,CRV,IDENTITY,False,True,1,crv,2022-04-04T00:00:00+00:00,21,False
ht,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,4895156186.646125,ht,HT,IDENTITY,False,True,1,ht,2022-04-04T00:00:00+00:00,22,False
ldo,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,4789540616.133672,ldo,LDO,IDENTITY,False,True,1,ldo,2022-04-04T00:00:00+00:00,23,False
gno,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,4351341810.58816,gno,GNO,IDENTITY,False,True,1,gno,2022-04-04T00:00:00+00:00,24,False
leo_eth,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,3981652628.872004,leo,LEO,NETWORK_FORM_TO_PARENT,False,True,1,leo_eth,2022-04-04T00:00:00+00:00,25,False
aave,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,3890907293.536224,aave,AAVE,IDENTITY,False,True,2,aave,2022-04-04T00:00:00+00:00,26,True
xmr,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,3825133265.181326,xmr,XMR,IDENTITY,False,True,1,xmr,2022-04-04T00:00:00+00:00,27,True
xtz,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,3576615200.0779037,xtz,XTZ,IDENTITY,False,True,1,xtz,2022-04-04T00:00:00+00:00,28,False
qnt,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,3418889703.8338733,qnt,QNT,IDENTITY,False,True,1,qnt,2022-04-04T00:00:00+00:00,29,False
1inch,2022-04-03T00:00:00+00:00,2022-04-03T00:00:00+00:00,2022-04-04T00:00:00+00:00,2959926670.92549,1inch,1INCH,IDENTITY,False,True,1,1inch,2022-04-04T00:00:00+00:00,30,False
btc,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,803372627468.9935,btc,BTC,IDENTITY,False,True,2,btc,2022-04-11T00:00:00+00:00,1,True
eth,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,382155324406.553,eth,ETH,IDENTITY,False,True,2,eth,2022-04-11T00:00:00+00:00,2,True
xrp,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,75686344313.44324,xrp,XRP,IDENTITY,False,True,1,xrp,2022-04-11T00:00:00+00:00,3,True
cro,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,44208989962.7102,cro,CRO,IDENTITY,False,True,1,cro,2022-04-11T00:00:00+00:00,4,False
ada,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,34272932895.97065,ada,ADA,IDENTITY,False,True,1,ada,2022-04-11T00:00:00+00:00,5,True
avaxp,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,28332112278.17786,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,2022-04-11T00:00:00+00:00,6,True
shib_eth,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,24613155932.887184,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,2022-04-11T00:00:00+00:00,7,True
dot,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,22484755597.62691,dot,DOT,IDENTITY,False,True,1,dot,2022-04-11T00:00:00+00:00,8,True
xlm,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,21290058650.78549,xlm,XLM,IDENTITY,False,True,1,xlm,2022-04-11T00:00:00+00:00,9,True
doge,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,20067936697.63218,doge,DOGE,IDENTITY,False,True,1,doge,2022-04-11T00:00:00+00:00,10,True
link,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,15364635211.1815,link,LINK,IDENTITY,False,True,1,link,2022-04-11T00:00:00+00:00,11,True
ftt,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,15042541563.686596,ftt,FTT,IDENTITY,False,True,1,ftt,2022-04-11T00:00:00+00:00,12,False
matic_eth,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,14351360962.9432,matic,MATIC,NETWORK_FORM_TO_PARENT,False,True,1,matic_eth,2022-04-11T00:00:00+00:00,13,False
uni,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,9941364380.64404,uni,UNI,IDENTITY,False,True,1,uni,2022-04-11T00:00:00+00:00,14,True
icp,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,8393447757.831204,icp,ICP,IDENTITY,False,True,1,icp,2022-04-11T00:00:00+00:00,15,False
ltc,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,7778734709.304564,ltc,LTC,IDENTITY,False,True,1,ltc,2022-04-11T00:00:00+00:00,16,True
algo,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,7560057358.06032,algo,ALGO,IDENTITY,False,True,1,algo,2022-04-11T00:00:00+00:00,17,False
bch,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,6103139731.720145,bch,BCH,IDENTITY,False,True,1,bch,2022-04-11T00:00:00+00:00,18,False
etc,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,5468562273.218702,etc,ETC,IDENTITY,False,True,1,etc,2022-04-11T00:00:00+00:00,19,False
mana,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,4989052269.729555,mana,MANA,IDENTITY,False,True,1,mana,2022-04-11T00:00:00+00:00,20,False
ht,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,4760456489.267205,ht,HT,IDENTITY,False,True,1,ht,2022-04-11T00:00:00+00:00,21,False
crv,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,4175411381.3680806,crv,CRV,IDENTITY,False,True,1,crv,2022-04-11T00:00:00+00:00,22,False
xmr,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,4167638022.612361,xmr,XMR,IDENTITY,False,True,1,xmr,2022-04-11T00:00:00+00:00,23,True
gno,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,3980156224.24148,gno,GNO,IDENTITY,False,True,1,gno,2022-04-11T00:00:00+00:00,24,False
leo_eth,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,3950345444.009349,leo,LEO,NETWORK_FORM_TO_PARENT,False,True,1,leo_eth,2022-04-11T00:00:00+00:00,25,False
ldo,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,3415491529.2829494,ldo,LDO,IDENTITY,False,True,1,ldo,2022-04-11T00:00:00+00:00,26,False
qnt,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,2968718890.206444,qnt,QNT,IDENTITY,False,True,1,qnt,2022-04-11T00:00:00+00:00,27,False
aave,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,2852548534.806656,aave,AAVE,IDENTITY,False,True,2,aave,2022-04-11T00:00:00+00:00,28,True
xtz,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,2796563285.6508636,xtz,XTZ,IDENTITY,False,True,1,xtz,2022-04-11T00:00:00+00:00,29,False
1inch,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00,2022-04-11T00:00:00+00:00,2394977557.83423,1inch,1INCH,IDENTITY,False,True,1,1inch,2022-04-11T00:00:00+00:00,30,False
btc,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,754972012082.3365,btc,BTC,IDENTITY,False,True,2,btc,2022-04-18T00:00:00+00:00,1,True
eth,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,356077322435.2663,eth,ETH,IDENTITY,False,True,2,eth,2022-04-18T00:00:00+00:00,2,True
xrp,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,75317394021.90332,xrp,XRP,IDENTITY,False,True,1,xrp,2022-04-18T00:00:00+00:00,3,True
cro,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,40547707219.3444,cro,CRO,IDENTITY,False,True,1,cro,2022-04-18T00:00:00+00:00,4,False
ada,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,30469799667.321407,ada,ADA,IDENTITY,False,True,1,ada,2022-04-18T00:00:00+00:00,5,True
avaxp,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,26047365134.169594,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,2022-04-18T00:00:00+00:00,6,True
shib_eth,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,24832169566.93782,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,2022-04-18T00:00:00+00:00,7,True
xlm,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,20811985750.909065,xlm,XLM,IDENTITY,False,True,1,xlm,2022-04-18T00:00:00+00:00,8,True
dot,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,20553403086.27882,dot,DOT,IDENTITY,False,True,1,dot,2022-04-18T00:00:00+00:00,9,True
doge,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,18691479723.866615,doge,DOGE,IDENTITY,False,True,1,doge,2022-04-18T00:00:00+00:00,10,True
