pair,boundary_status,first_valid_open,last_valid_open,total_daily_rows,missing_calendar_day_count,maximum_internal_gap_days,duplicate_count
MTRG-USDT,EXACT_FULL_HISTORY,2021-11-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,1156,0,0,0
MTV-USDT,EXACT_FULL_HISTORY,2019-04-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,2094,0,0,0
MYRIA-USDT,EXACT_FULL_HISTORY,2023-04-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,636,0,0,0
MYRO-USDT,EXACT_FULL_HISTORY,2023-12-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,371,0,0,0
NAKA-USDT,EXACT_FULL_HISTORY,2021-10-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,1174,0,0,0
NAVI-USDT,EXACT_FULL_HISTORY,2022-11-29T00:00:00+00:00,2024-12-31T00:00:00+00:00,764,0,0,0
NEAR-USDT,EXACT_FULL_HISTORY,2021-07-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,1272,0,0,0
NEO-USDT,EXACT_FULL_HISTORY,2017-11-21T00:00:00+00:00,2024-12-31T00:00:00+00:00,2541,57,9,0
NEON-USDT,EXACT_FULL_HISTORY,2024-01-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,352,0,0,0
NFP-USDT,EXACT_FULL_HISTORY,2024-01-11T00:00:00+00:00,2024-12-31T00:00:00+00:00,356,0,0,0
NFT-USDT,EXACT_FULL_HISTORY,2021-06-11T00:00:00+00:00,2024-12-31T00:00:00+00:00,1300,0,0,0
NIM-USDT,EXACT_FULL_HISTORY,2020-09-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,1559,0,0,0
NKN-USDT,EXACT_FULL_HISTORY,2021-09-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,1204,0,0,0
NMR-USDT,EXACT_FULL_HISTORY,2021-09-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,1212,0,0,0
NUM-USDT,EXACT_FULL_HISTORY,2021-11-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,1140,0,0,0
NXRA-USDT,EXACT_FULL_HISTORY,2023-03-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,666,0,0,0
NYM-USDT,EXACT_FULL_HISTORY,2022-04-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,992,0,0,0
OBI-USDT,EXACT_FULL_HISTORY,2023-05-29T00:00:00+00:00,2024-12-31T00:00:00+00:00,583,0,0,0
OGN-USDT,EXACT_FULL_HISTORY,2021-05-14T00:00:00+00:00,2024-12-31T00:00:00+00:00,1328,0,0,0
ONDO-USDT,EXACT_FULL_HISTORY,2024-01-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,349,0,0,0
ONE-USDT,EXACT_FULL_HISTORY,2019-08-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,1959,0,0,0
ONT-USDT,EXACT_FULL_HISTORY,2018-09-21T00:00:00+00:00,2024-12-31T00:00:00+00:00,2161,133,33,0
OORT-USDT,EXACT_FULL_HISTORY,2024-06-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,197,0,0,0
OP-USDT,EXACT_FULL_HISTORY,2022-05-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,946,0,0,0
OP2L-USDT,EXACT_FULL_HISTORY,2023-02-08T00:00:00+00:00,2023-11-09T00:00:00+00:00,275,0,0,0
OP2S-USDT,EXACT_FULL_HISTORY,2023-02-08T00:00:00+00:00,2023-11-08T00:00:00+00:00,274,0,0,0
ORAI-USDT,EXACT_FULL_HISTORY,2021-02-23T00:00:00+00:00,2024-12-31T00:00:00+00:00,1408,0,0,0
ORBS-USDT,EXACT_FULL_HISTORY,2021-03-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,1377,0,0,0
ORCA-USDT,EXACT_FULL_HISTORY,2024-01-12T00:00:00+00:00,2024-12-31T00:00:00+00:00,355,0,0,0
ORDI-USDT,EXACT_FULL_HISTORY,2023-06-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,580,0,0,0
OSMO-USDT,EXACT_FULL_HISTORY,2023-01-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,719,0,0,0
OTK-USDT,EXACT_FULL_HISTORY,2023-04-12T00:00:00+00:00,2024-12-31T00:00:00+00:00,630,0,0,0
OVR-USDT,EXACT_FULL_HISTORY,2022-04-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,979,0,0,0
OXT-USDT,EXACT_FULL_HISTORY,2021-09-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,1206,0,0,0
P2P-USDT,EXACT_FULL_HISTORY,2021-09-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,1192,0,0,0
PAXG-USDT,EXACT_FULL_HISTORY,2021-11-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,1148,0,0,0
PENDLE-USDT,EXACT_FULL_HISTORY,2023-07-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,548,0,0,0
PEOPLE-USDT,EXACT_FULL_HISTORY,2021-12-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,1106,0,0,0
PEPE-USDT,EXACT_FULL_HISTORY,2023-05-05T00:00:00+00:00,2024-12-31T00:00:00+00:00,607,0,0,0
PHA-USDT,EXACT_FULL_HISTORY,2021-02-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,1405,0,0,0
PIX-USDT,EXACT_FULL_HISTORY,2022-09-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,834,0,0,0
POKT-USDT,EXACT_FULL_HISTORY,2022-10-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,805,0,0,0
POL-USDT,EXACT_FULL_HISTORY,2023-11-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,419,0,0,0
POLS-USDT,EXACT_FULL_HISTORY,2021-06-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,1307,0,0,0
POLYX-USDT,EXACT_FULL_HISTORY,2023-12-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,379,0,0,0
POND-USDT,EXACT_FULL_HISTORY,2021-12-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,1126,0,0,0
PROM-USDT,EXACT_FULL_HISTORY,2021-05-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,1315,0,0,0
PUNDIX-USDT,EXACT_FULL_HISTORY,2021-04-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,1363,0,0,0
PUSH-USDT,EXACT_FULL_HISTORY,2021-10-12T00:00:00+00:00,2024-12-31T00:00:00+00:00,1177,0,0,0
PYR-USDT,EXACT_FULL_HISTORY,2021-05-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,1316,0,0,0
PYTH-USDT,EXACT_FULL_HISTORY,2023-11-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,408,0,0,0
PZP-USDT,EXACT_FULL_HISTORY,2023-04-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,623,0,0,0
QI-USDT,EXACT_FULL_HISTORY,2021-08-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,1231,0,0,0
QKC-USDT,EXACT_FULL_HISTORY,2023-11-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,404,0,0,0
QNT-USDT,EXACT_FULL_HISTORY,2021-02-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,1424,0,0,0
RATS-USDT,EXACT_FULL_HISTORY,2023-11-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,408,0,0,0
RAY-USDT,EXACT_FULL_HISTORY,2024-01-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,363,0,0,0
REEF-USDT,EXACT_FULL_HISTORY,2021-10-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,1170,0,0,0
REQ-USDT,EXACT_FULL_HISTORY,2021-08-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,1237,0,0,0
REVU-USDT,EXACT_FULL_HISTORY,2022-01-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,1090,0,0,0
RLC-USDT,EXACT_FULL_HISTORY,2021-09-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,1209,0,0,0
ROSE-USDT,EXACT_FULL_HISTORY,2020-11-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,1504,0,0,0
ROUTE-USDT,EXACT_FULL_HISTORY,2021-07-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,1261,0,0,0
RPL-USDT,EXACT_FULL_HISTORY,2023-01-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,712,0,0,0
RSR-USDT,EXACT_FULL_HISTORY,2021-11-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,1133,0,0,0
RUNE-USDT,EXACT_FULL_HISTORY,2021-09-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,1191,0,0,0
RVN-USDT,EXACT_FULL_HISTORY,2022-08-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,854,0,0,0
SAND-USDT,EXACT_FULL_HISTORY,2021-04-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,1371,0,0,0
SAROS-USDT,EXACT_FULL_HISTORY,2024-01-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,348,0,0,0
SATS-USDT,EXACT_FULL_HISTORY,2023-11-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,419,0,0,0
SCRT-USDT,EXACT_FULL_HISTORY,2022-05-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,952,0,0,0
SD-USDT,EXACT_FULL_HISTORY,2023-04-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,635,0,0,0
SEI-USDT,EXACT_FULL_HISTORY,2023-08-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,505,0,0,0
SENSO-USDT,EXACT_FULL_HISTORY,2020-03-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,1748,0,0,0
SFP-USDT,EXACT_FULL_HISTORY,2021-11-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,1134,0,0,0
SFUND-USDT,EXACT_FULL_HISTORY,2021-06-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,1301,0,0,0
SHIB-USDT,EXACT_FULL_HISTORY,2021-05-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,1332,0,0,0
SHR-USDT,EXACT_FULL_HISTORY,2020-11-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,1510,0,0,0
SIN-USDT,EXACT_FULL_HISTORY,2022-05-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,968,0,0,0
SKEY-USDT,EXACT_FULL_HISTORY,2021-03-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,1384,0,0,0
SKL-USDT,EXACT_FULL_HISTORY,2021-09-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,1212,0,0,0
SLP-USDT,EXACT_FULL_HISTORY,2021-08-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,1246,0,0,0
SNX-USDT,EXACT_FULL_HISTORY,2018-05-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,2328,88,17,0
SOL-USDT,EXACT_FULL_HISTORY,2021-08-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,1246,0,0,0
SOUL-USDT,EXACT_FULL_HISTORY,2021-07-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,1274,0,0,0
SPA-USDT,EXACT_FULL_HISTORY,2022-04-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,988,0,0,0
SSV-USDT,EXACT_FULL_HISTORY,2023-02-16T00:00:00+00:00,2024-12-31T00:00:00+00:00,685,0,0,0
STG-USDT,EXACT_FULL_HISTORY,2022-03-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,1013,0,0,0
STORJ-USDT,EXACT_FULL_HISTORY,2021-09-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,1216,0,0,0
STRAX-USDT,EXACT_FULL_HISTORY,2023-04-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,632,0,0,0
STX-USDT,EXACT_FULL_HISTORY,2020-05-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,1679,0,0,0
SUI-USDT,EXACT_FULL_HISTORY,2023-05-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,609,0,0,0
SUKU-USDT,EXACT_FULL_HISTORY,2020-08-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,1602,0,0,0
SUN-USDT,EXACT_FULL_HISTORY,2021-07-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,1275,0,0,0
SUPER-USDT,EXACT_FULL_HISTORY,2021-10-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,1161,0,0,0
SUSHI-USDT,EXACT_FULL_HISTORY,2021-01-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,1440,0,0,0
SWEAT-USDT,EXACT_FULL_HISTORY,2022-09-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,841,0,0,0
SWFTC-USDT,EXACT_FULL_HISTORY,2022-04-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,985,0,0,0
SYN-USDT,EXACT_FULL_HISTORY,2023-02-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,673,0,0,0
SYS-USDT,EXACT_FULL_HISTORY,2022-04-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,979,0,0,0
TAO-USDT,EXACT_FULL_HISTORY,2023-12-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,378,0,0,0
TEL-USDT,EXACT_FULL_HISTORY,2018-01-29T00:00:00+00:00,2024-12-31T00:00:00+00:00,2104,425,407,0
TFUEL-USDT,EXACT_FULL_HISTORY,2022-03-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,1036,0,0,0
THETA-USDT,EXACT_FULL_HISTORY,2021-02-05T00:00:00+00:00,2024-12-31T00:00:00+00:00,1426,0,0,0
TIA-USDT,EXACT_FULL_HISTORY,2023-10-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,428,0,0,0
TIME-USDT,EXACT_FULL_HISTORY,2021-12-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,1100,0,0,0
TLM-USDT,EXACT_FULL_HISTORY,2021-09-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,1192,0,0,0
TLOS-USDT,EXACT_FULL_HISTORY,2021-05-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,1325,0,0,0
TOKEN-USDT,EXACT_FULL_HISTORY,2023-11-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,425,0,0,0
TOWER-USDT,EXACT_FULL_HISTORY,2021-04-30T00:00:00+00:00,2024-12-31T00:00:00+00:00,1342,0,0,0
TRAC-USDT,EXACT_FULL_HISTORY,2023-02-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,691,0,0,0
TRADE-USDT,EXACT_FULL_HISTORY,2021-11-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,1139,0,0,0
TRB-USDT,EXACT_FULL_HISTORY,2021-09-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,1211,0,0,0
TRVL-USDT,EXACT_FULL_HISTORY,2021-12-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,1119,0,0,0
TRX-USDT,EXACT_FULL_HISTORY,2018-09-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,2186,105,15,0
TT-USDT,EXACT_FULL_HISTORY,2022-09-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,853,0,0,0
TURBOS-USDT,EXACT_FULL_HISTORY,2023-05-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,597,0,0,0
TWT-USDT,EXACT_FULL_HISTORY,2021-11-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,1141,0,0,0
UMA-USDT,EXACT_FULL_HISTORY,2020-09-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,1577,0,0,0
UNI-USDT,EXACT_FULL_HISTORY,2020-09-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,1567,0,0,0
UOS-USDT,EXACT_FULL_HISTORY,2020-09-23T00:00:00+00:00,2024-12-31T00:00:00+00:00,1561,0,0,0
UQC-USDT,EXACT_FULL_HISTORY,2023-11-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,404,0,0,0
UTK-USDT,EXACT_FULL_HISTORY,2023-12-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,390,0,0,0
VAI-USDT,EXACT_FULL_HISTORY,2021-04-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,1370,0,0,0
VANRY-USDT,EXACT_FULL_HISTORY,2023-12-14T00:00:00+00:00,2024-12-31T00:00:00+00:00,384,0,0,0
VELO-USDT,EXACT_FULL_HISTORY,2020-09-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,1567,0,0,0
VERSE-USDT,EXACT_FULL_HISTORY,2023-05-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,586,0,0,0
VET-USDT,EXACT_FULL_HISTORY,2018-08-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,2225,97,22,0
VOLT-USDT,EXACT_FULL_HISTORY,2023-06-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,579,0,0,0
VR-USDT,EXACT_FULL_HISTORY,2021-12-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,1126,0,0,0
VSYS-USDT,EXACT_FULL_HISTORY,2019-09-05T00:00:00+00:00,2024-12-31T00:00:00+00:00,1945,0,0,0
WAVES-USDT,EXACT_FULL_HISTORY,2020-07-23T00:00:00+00:00,2024-12-31T00:00:00+00:00,1623,0,0,0
WAX-USDT,EXACT_FULL_HISTORY,2021-04-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,1359,0,0,0
WAXL-USDT,EXACT_FULL_HISTORY,2023-02-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,686,0,0,0
WELL-USDT,EXACT_FULL_HISTORY,2022-06-23T00:00:00+00:00,2024-12-31T00:00:00+00:00,923,0,0,0
WEMIX-USDT,EXACT_FULL_HISTORY,2022-06-30T00:00:00+00:00,2024-12-31T00:00:00+00:00,916,0,0,0
WIF-USDT,EXACT_FULL_HISTORY,2024-01-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,349,0,0,0
WILD-USDT,EXACT_FULL_HISTORY,2021-08-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,1219,0,0,0
WIN-USDT,EXACT_FULL_HISTORY,2019-08-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,1980,0,0,0
WLD-USDT,EXACT_FULL_HISTORY,2023-07-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,527,0,0,0
WOO-USDT,EXACT_FULL_HISTORY,2021-08-30T00:00:00+00:00,2024-12-31T00:00:00+00:00,1220,0,0,0
XAI-USDT,EXACT_FULL_HISTORY,2024-01-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,358,0,0,0
XAVA-USDT,EXACT_FULL_HISTORY,2021-06-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,1301,0,0,0
XCH-USDT,EXACT_FULL_HISTORY,2021-08-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,1244,0,0,0
XCN-USDT,EXACT_FULL_HISTORY,2022-04-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,1005,0,0,0
XDB-USDT,EXACT_FULL_HISTORY,2020-04-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,1730,0,0,0
XDC-USDT,EXACT_FULL_HISTORY,2021-05-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,1335,0,0,0
XEC-USDT,EXACT_FULL_HISTORY,2021-12-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,1115,0,0,0
XEM-USDT,EXACT_FULL_HISTORY,2019-06-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,2015,0,0,0
XEN-USDT,EXACT_FULL_HISTORY,2023-06-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,553,0,0,0
XLM-USDT,EXACT_FULL_HISTORY,2018-08-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,2193,131,17,0
XMR-USDT,EXACT_FULL_HISTORY,2021-03-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,1379,0,0,0
XPR-USDT,EXACT_FULL_HISTORY,2021-08-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,1226,0,0,0
XPRT-USDT,EXACT_FULL_HISTORY,2021-09-14T00:00:00+00:00,2024-12-31T00:00:00+00:00,1205,0,0,0
XRD-USDT,EXACT_FULL_HISTORY,2023-03-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,665,0,0,0
XRP-USDT,EXACT_FULL_HISTORY,2018-12-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,2171,49,9,0
XTZ-USDT,EXACT_FULL_HISTORY,2019-06-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,2014,0,0,0
XYO-USDT,EXACT_FULL_HISTORY,2021-09-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,1210,0,0,0
YFI-USDT,EXACT_FULL_HISTORY,2020-09-14T00:00:00+00:00,2024-12-31T00:00:00+00:00,1570,0,0,0
YGG-USDT,EXACT_FULL_HISTORY,2021-09-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,1213,0,0,0
ZBCN-USDT,EXACT_FULL_HISTORY,2024-05-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,244,0,0,0
ZEC-USDT,EXACT_FULL_HISTORY,2019-07-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,2009,0,0,0
ZEN-USDT,EXACT_FULL_HISTORY,2021-02-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,1430,0,0,0
ZIL-USDT,EXACT_FULL_HISTORY,2021-04-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,1365,0,0,0
ZKJ-USDT,EXACT_FULL_HISTORY,2024-03-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,288,0,0,0
ZPAY-USDT,EXACT_FULL_HISTORY,2023-04-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,618,0,0,0
ZRX-USDT,EXACT_FULL_HISTORY,2023-11-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,406,0,0,0
