pair,resolution,boundary_status,first_valid_open,last_valid_open,discovery_channels
ORCA-USDT,,EXACT_FULL_HISTORY,2024-01-12T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
ORDER-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
ORDI-USDT,,EXACT_FULL_HISTORY,2023-06-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
ORDIDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ORDIUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ORN-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
OSMO-USDT,,EXACT_FULL_HISTORY,2023-01-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
OTK-USDT,,EXACT_FULL_HISTORY,2023-04-12T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
OUSD-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
OVR-USDT,,EXACT_FULL_HISTORY,2022-04-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
OXT-USDT,,EXACT_FULL_HISTORY,2021-09-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
P-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
P00LS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
P2P-USDT,,EXACT_FULL_HISTORY,2021-09-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
PAAL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PAB-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PAIN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PAL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PANDORA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PARETO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PARTI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PATEX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PAWS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PAX-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PAXG-USDT,,EXACT_FULL_HISTORY,2021-11-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
PAY-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PAZZI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PBL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PBR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PBUX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PBX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PCX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PDEX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PEAQ-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PEEL-USDT,,NOT_CONFIRMED,,,announcement_listing
PEELOLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PEL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PEN-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PENDLE-USDT,,EXACT_FULL_HISTORY,2023-07-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
PENGU-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PEOPLE-USDT,,EXACT_FULL_HISTORY,2021-12-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
PEPE-USDT,,EXACT_FULL_HISTORY,2023-05-05T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
PEPE2-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PEPEDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PEPEUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PERP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
PERPDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PERPUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PFVS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PGC-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PHA-USDT,,EXACT_FULL_HISTORY,2021-02-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
PHIL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PHNX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PHP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PHX-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PIAS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PIEVERSE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PIGGY-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PIKA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PIKASTER2-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PIN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PING-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PINGPONG-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PIP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PIPE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PIT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PIVX-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
PIX-USDT,,EXACT_FULL_HISTORY,2022-09-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
PIXEL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PKF-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PKR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PLAI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PLANCK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PLATO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PLAY-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PLAYOLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PLAYSOLANA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PLD-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PLGR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PLN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PLT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PLU-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PLUME-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PLY-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PMG-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PMGT-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
PMON-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PNDR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PNK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PNT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PNUT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
POE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
POKT-USDT,,EXACT_FULL_HISTORY,2022-10-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
POL-USDT,,EXACT_FULL_HISTORY,2023-11-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
POLC-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
POLK-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
POLL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
POLS-USDT,,EXACT_FULL_HISTORY,2021-06-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
POLX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
POLY-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
POLYX-USDT,,EXACT_FULL_HISTORY,2023-12-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
PONCH-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
POND-USDT,,EXACT_FULL_HISTORY,2021-12-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
PONKE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
POP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
POPCAT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PORT3-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PORTAL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PORTALS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
POSI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
POWEROLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
POWR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PPT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PRAI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PRCL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PRE-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
PRIMAL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PRL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PRLOLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PRMX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PRO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PROM-USDT,,EXACT_FULL_HISTORY,2021-05-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
PROMPT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PROPS-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
PROPSOLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PROS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PROVE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PRQ-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PSL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PSTAKE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PTB-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PUBLIC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PUFFER-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PUMLX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PUMP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PUNDIAI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PUNDIX-USDT,,EXACT_FULL_HISTORY,2021-04-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
PURA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PURR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
PUSH-USDT,,EXACT_FULL_HISTORY,2021-10-12T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
PVT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PYBOBO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PYG-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PYR-USDT,,EXACT_FULL_HISTORY,2021-05-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
PYTH-USDT,,EXACT_FULL_HISTORY,2023-11-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
PYTHDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PYTHUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PYUSD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
PZP-USDT,,EXACT_FULL_HISTORY,2023-04-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
Q-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
QAIT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
QAR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
QI-USDT,,EXACT_FULL_HISTORY,2021-08-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
QKC-USDT,,EXACT_FULL_HISTORY,2023-11-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
QLC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
QNT-USDT,,EXACT_FULL_HISTORY,2021-02-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
QORPO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
QRDO-USDT,,NOT_CONFIRMED,,,announcement_listing
QSP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
QTUM-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
QUARTZ-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
QUICK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
QUILL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
R-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RACA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RACEFI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RAIN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RANKER-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RARI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RATS-USDT,,EXACT_FULL_HISTORY,2023-11-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
RAVE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RAY-USDT,,EXACT_FULL_HISTORY,2024-01-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
RBP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RBS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RBTC-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
RBTC1-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RCADE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RDN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RDNT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RDO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
REACT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
READY-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
REAP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RECALL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RECOMMENDATION-USDT,,NOT_CONFIRMED,,,announcement_listing
RED-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
REDO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
REDSTONE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
REEF-USDT,,EXACT_FULL_HISTORY,2021-10-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
REKT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
REN-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RENDER-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
REP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
REQ-USDT,,EXACT_FULL_HISTORY,2021-08-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
RESOLV-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
REV3L-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
REVU-USDT,,EXACT_FULL_HISTORY,2022-01-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
REVV-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
REZ-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RFC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RFD-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RFOX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RFUEL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RHOC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RIF-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
RIFSOL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RIO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RION-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RIZ-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RLC-USDT,,EXACT_FULL_HISTORY,2021-09-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
RLTM-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RLY-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RMRK-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RMV-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RNBW-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RNDR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
RNDRDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RNDRUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ROAD-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
ROAM-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ROAR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
ROBO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RON-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RONIN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ROOBEE-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
ROOT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
ROSE-USDT,,EXACT_FULL_HISTORY,2020-11-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
ROSEDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ROSEUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ROSN-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
ROUP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
ROUTE-USDT,,EXACT_FULL_HISTORY,2021-07-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
RPC-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RPK-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RPL-USDT,,EXACT_FULL_HISTORY,2023-01-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
RSD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RSR-USDT,,EXACT_FULL_HISTORY,2021-11-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
RUB-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RUNE-USDT,,EXACT_FULL_HISTORY,2021-09-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
RUNWAGO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RVN-USDT,,EXACT_FULL_HISTORY,2022-08-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
RVV-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
RWA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
RWF-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
S-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SAFE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SAHARA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SALE-USDT,,NOT_CONFIRMED,,,announcement_listing
SAMO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
SAND-USDT,,EXACT_FULL_HISTORY,2021-04-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
SAND3L-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SAND3S-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SAPIEN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SAR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
SAROS-USDT,,EXACT_FULL_HISTORY,2024-01-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
