candidate_pair,resolution,probe_request_count,observed_row_count
EAT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
EBTC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ECHO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
EDEN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
EDGE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,42,0
EDGEN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
EDGEOLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
EDN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
EDR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
EGL1-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
EGT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ELA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ELDE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ELEC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ELF-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ELITEHERO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ELIX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ELIZAOS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ELP-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ELSA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
EMYC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ENADOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
ENAUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
ENJ-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,8,7
ENSO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
EOS3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
EOS3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
EPIC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
EPRX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
EPT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
EPX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
EQTY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ERA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ES-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,56,0
ESIM-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ESP-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
ESPORTS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ETC-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,3,4
ETCDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
ETCUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
ETH3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
ETH3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
ETHDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
ETHUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
ETN-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,4,7
EUR-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
EVX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
EXY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
F-USDT,INVALID_OR_EXCLUDED_PRODUCT,280,0
FASTER-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
FETDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
FETUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
FF-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
FIGHT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
FILDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
FILUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
FJD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
FLIXX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
FLK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
FLOCK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
FLOKIDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
FLOKIUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
FOGO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
FOLKS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
FORMOLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
FOTA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
FRA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
FRAG-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
FRAX-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
FRED-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
FREEDOG-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
FRONTDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
FRONTUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
FST-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
FTM3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
FTM3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
FTOLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
FUN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
FWOG-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
FX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
G-USDT,INVALID_OR_EXCLUDED_PRODUCT,505,0
G7-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GAIA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GAIN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GALA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GALAX3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
GALAX3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
GAMEAI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GAS-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,8,7
GAT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GBP-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GEL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GENIUS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GF-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GGC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GHS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GIGGLE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GIZA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GLA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GLMRDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
GLMRUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
GMB-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GMT3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
GMT3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
GO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,56,0
GOD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GOMINING-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GORK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GPS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GPT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GRAM-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,11,7
GRASS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GRIFT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GROVE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GRT2L-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,12,7
GRT2S-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,12,7
GRVT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GTQ-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GUN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GVT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GWEI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GYD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
GZIL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
H-USDT,INVALID_OR_EXCLUDED_PRODUCT,784,0
H1-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HAEDAL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HAIO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HALOOLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HANA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HAPPY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HAT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HEI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIAZUKI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIBAKC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIBAYC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIBEANZ-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIBIRDS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HICLONEX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HICOOLCATS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIDOODLES-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIENS3-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIENS4-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIFI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
HIFIDENZA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIFLUF-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIFRIENDS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIGAZERS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIMAYC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIMEEBITS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIMFERS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIOD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
HIODBS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIPENGUINS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIPPO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIPUNKS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIRENGA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HISAND33-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HISEALS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HISQUIGGLE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIUNDEAD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HIVALHALLA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HKD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HKN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HLO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HLS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HNL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HOLO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HOME-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HONEY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HOOLI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HOUSE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HPB-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HPP-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HQ-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HRK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HST-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HUF-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HUMA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
HYPER-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
IAG-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ICNT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ICPDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
ICPUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
ID3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
ID3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
IDLENFT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
IDOS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
IDR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
IHT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
IKA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ILS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ILY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
IMT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
IMU-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
INC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
INFOFI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ING-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
INIT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
INJDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
INJUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
INR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
INS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
INX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
IOG-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
IOIOLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ION-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
IOTX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
IR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,42,0
IRR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
IRYS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ISK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ITC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
J-USDT,INVALID_OR_EXCLUDED_PRODUCT,112,0
J8T-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
JAILSTOOL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
JASMY3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
JASMY3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
JCT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
JELLYJELLY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
JNT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
JPY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
JTODOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
JTOUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
JUC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
JUP1-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
K-USDT,INVALID_OR_EXCLUDED_PRODUCT,392,0
KAIA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KAIO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KAITO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KAS-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,12,7
KASDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
KASUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
KAT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
KATOLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KAVADOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
KAVAUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
KERNEL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KES-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KEY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KGEN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KGS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KHR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KICK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KILO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KINGOLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KINOLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KITE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KLINK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KNC-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,10,7
KONET-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KONG-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KORI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KPOL-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,6,7
KRW-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KTS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KWD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KYD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KYO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
KZT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,154,0
LAB-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LAI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LAK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LALA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LAOLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LAT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LAUNCHCOIN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LAVA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
LAVAX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LAYEROLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LBR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LGCT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LIGHT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LINADOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
LINAUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
LINEA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LINK3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
LINK3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
LITOLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LKR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LLM-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LMTS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LOC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,40,0
LOCI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LOCUS-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,12,7
LOFI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LOL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LOOM-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LOOMDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
LOOMUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
LOT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LSK-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,13,7
LSL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LTC3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
LTC3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
LUNA3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
LUNA3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
LUNADOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
LUNAUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
LUNCDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
LUNCUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
LVVA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LYM-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LYN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
LYX-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,27,7
LYXE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MAD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MAIGA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MAN-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,44,7
MANA-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,8,7
MANA3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
MANA3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
MANTRA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MANYU-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
