pair,raw_candidate_code,canonical_asset_id,discovery_channels,terminal_resolution,confirmed_historical_pair,boundary_status,first_valid_open,last_valid_open,identity_status
ARS-USDT,ARS,ARS,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ART-USDT,ART,ART,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ARTFI-USDT,ARTFI,ARTFI,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2024-06-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
ARTY-USDT,ARTY,ARTY,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-12-21T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
ARX-USDT,ARX,ARX,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ARXOLD-USDT,ARXOLD,ARXOLD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ARY-USDT,ARY,ARY,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ASD-USDT,ASD,ASD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ASI-USDT,ASI,ASI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ASP-USDT,ASP,ASP,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ASRR-USDT,ASRR,ASRR,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ASSET-USDT,ASSET,ASSET,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ASTER-USDT,ASTER,ASTER,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ASTR-USDT,ASTR,ASTR,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2022-01-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
ASTRA-USDT,ASTRA,ASTRA,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ASTROBOY-USDT,ASTROBOY,ASTROBOY,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ATA-USDT,ATA,ATA,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-11-11T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
ATEM-USDT,ATEM,ATEM,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ATH-USDT,ATH,ATH,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ATOM-USDT,ATOM,ATOM,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2019-05-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
ATOM3L-USDT,ATOM3L,ATOM3L,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
ATOM3S-USDT,ATOM3S,ATOM3S,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
ATOR-USDT,ATOR,ATOR,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ATWO-USDT,ATWO,ATWO,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
AUCTION-USDT,AUCTION,AUCTION,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-12-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
AUD-USDT,AUD,AUD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
AUDIO-USDT,AUDIO,AUDIO,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-11-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
AURA-USDT,AURA,AURA,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
AURORA-USDT,AURORA,AURORA,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2022-04-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
AURY-USDT,AURY,AURY,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
AUSD-USDT,AUSD,AUSD,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
AUTOS-USDT,AUTOS,AUTOS,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
AVA-USDT,AVA,AVA,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2019-03-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
AVAAI-USDT,AVAAI,AVAAI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
AVAIL-USDT,AVAIL,AVAIL,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
AVAX-USDT,AVAX,AVAX,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-03-05T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
AVAX3L-USDT,AVAX3L,AVAX3L,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
AVAX3S-USDT,AVAX3S,AVAX3S,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
AVNT-USDT,AVNT,AVNT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
AWE-USDT,AWE,AWE,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
AWG-USDT,AWG,AWG,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
AXC-USDT,AXC,AXC,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
AXE-USDT,AXE,AXE,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
AXPR-USDT,AXPR,AXPR,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
AXS-USDT,AXS,AXS,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-07-16T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
AXS3L-USDT,AXS3L,AXS3L,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
AXS3S-USDT,AXS3S,AXS3S,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
AZERO-USDT,AZERO,AZERO,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2022-11-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
AZN-USDT,AZN,AZN,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
AZTEC-USDT,AZTEC,AZTEC,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
B-USDT,B,,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET
B2-USDT,B2,B2,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
B3-USDT,B3,B3,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BABY-USDT,BABY,BABY,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BABYBNB-USDT,BABYBNB,BABYBNB,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BABYDOGE-USDT,BABYDOGE,BABYDOGE,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-04-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
BABYSHARK-USDT,BABYSHARK,BABYSHARK,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BABYSHARKO-USDT,BABYSHARKO,BABYSHARKO,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BADGER-USDT,BADGER,BADGER,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BAKE-USDT,BAKE,BAKE,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BAKEDOWN-USDT,BAKEDOWN,BAKEDOWN,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
BAKEUP-USDT,BAKEUP,BAKEUP,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
BAL-USDT,BAL,BAL,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-09-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
BAN-USDT,BAN,BAN,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BANANA-USDT,BANANA,BANANA,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BAND-USDT,BAND,BAND,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-09-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
BANK-USDT,BANK,BANK,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BARD-USDT,BARD,BARD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BAS-USDT,BAS,BAS,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BASED-USDT,BASED,BASED,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BASIC-USDT,BASIC,BASIC,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BAT-USDT,BAT,BAT,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-02-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
BAX-USDT,BAX,BAX,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-04-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
BB-USDT,BB,BB,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BBC-USDT,BBC,BBC,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BBD-USDT,BBD,BBD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BBL-USDT,BBL,BBL,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BBT-USDT,BBT,BBT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BCD-USDT,BCD,BCD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BCH-USDT,BCH,BCH,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2020-11-16T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
BCH3L-USDT,BCH3L,BCH3L,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
BCH3S-USDT,BCH3S,BCH3S,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
BCHA-USDT,BCHA,BCHA,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BCHABC-USDT,BCHABC,BCHABC,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BCHSV-USDT,BCHSV,BCHSV,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2018-11-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
BCPT-USDT,BCPT,BCPT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BCUT-USDT,BCUT,BCUT,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BDT-USDT,BDT,BDT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BDX-USDT,BDX,BDX,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-01-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
BEAT-USDT,BEAT,BEAT,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BEATOLD-USDT,BEATOLD,BEATOLD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BEER-USDT,BEER,BEER,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BEFI-USDT,BEFI,BEFI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BELIEVE-USDT,BELIEVE,BELIEVE,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BEPRO-USDT,BEPRO,BEPRO,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BERA-USDT,BERA,BERA,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BERT-USDT,BERT,BERT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BEST-USDT,BEST,BEST,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BETA-USDT,BETA,BETA,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BFC-USDT,BFC,BFC,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2022-05-11T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
BFT-USDT,BFT,BFT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BGN-USDT,BGN,BGN,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BHC-USDT,BHC,BHC,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BHD-USDT,BHD,BHD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BICO-USDT,BICO,BICO,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2022-03-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
BIDP-USDT,BIDP,BIDP,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BIF-USDT,BIF,BIF,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BIFI-USDT,BIFI,BIFI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BIGTIME-USDT,BIGTIME,BIGTIME,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-10-12T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
BIIS-USDT,BIIS,BIIS,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BILL-USDT,BILL,BILL,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BIO-USDT,BIO,BIO,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BIRB-USDT,BIRB,BIRB,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BIT-USDT,BIT,BIT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BITCLAVE-USDT,BITCLAVE,BITCLAVE,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BLAST-USDT,BLAST,BLAST,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BLEND-USDT,BLEND,BLEND,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BLOC-USDT,BLOC,BLOC,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BLOCK-USDT,BLOCK,BLOCK,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BLOCKST-USDT,BLOCKST,BLOCKST,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BLOK-USDT,BLOK,BLOK,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BLUAI-USDT,BLUAI,BLUAI,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BLUE-USDT,BLUE,BLUE,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BLUM-USDT,BLUM,BLUM,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BLUR-USDT,BLUR,BLUR,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-02-14T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
BLUR2L-USDT,BLUR2L,BLUR2L,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-02-16T00:00:00+00:00,2023-08-15T00:00:00+00:00,HIGH
BLUR2S-USDT,BLUR2S,BLUR2S,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-02-16T00:00:00+00:00,2023-08-15T00:00:00+00:00,HIGH
BLZ-USDT,BLZ,BLZ,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-03-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
BMB-USDT,BMB,BMB,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BMON-USDT,BMON,BMON,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BMT-USDT,BMT,BMT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BMX-USDT,BMX,BMX,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BN-USDT,BN,BN,announcement_listing,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BNB-USDT,BNB,BNB,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2019-06-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
BNB3L-USDT,BNB3L,BNB3L,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
BNB3S-USDT,BNB3S,BNB3S,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
BNC-USDT,BNC,BNC,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2022-03-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
BND-USDT,BND,BND,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BNKR-USDT,BNKR,BNKR,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BNOLD-USDT,BNOLD,BNOLD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BNRENSHENG-USDT,BNRENSHENG,BNRENSHENG,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BNS-USDT,BNS,BNS,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BNT-USDT,BNT,BNT,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BNTY-USDT,BNTY,BNTY,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BNX-USDT,BNX,BNX,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
BOA-USDT,BOA,BOA,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
