raw_candidate_code,candidate_pair,canonical_asset_id,discovery_channels,earliest_discovery_timestamp,explicit_pair_evidence,candidate_only_evidence,current_metadata_only,historical_download_catalogue,listing_evidence_count,delisting_evidence_count,identity_status,probe_status,valid_kline_observation_count,first_observed_open,last_observed_open,membership_classification
CZK,CZK-USDT,CZK,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
D,D-USDT,,current_currency_non_causal_seed,,,True,True,False,0,0,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DACC,DACC-USDT,DACC,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DADI,DADI-USDT,DADI,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DAG,DAG-USDT,DAG,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DAI,DAI-USDT,,current_currency_non_causal_seed,,,True,True,False,0,0,EXCLUDED_STABLECOIN_OR_CASH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DAO,DAO-USDT,DAO,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,21,2022-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR
DAPP,DAPP-USDT,DAPP,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DAPPT,DAPPT-USDT,DAPPT,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,,DAPPT-BTC;DAPPT-USDT,False,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DAPPX,DAPPX-USDT,DAPPX,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DAR,DAR-USDT,DAR,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,,DAR-USDT,False,False,False,2,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DARK,DARK-USDT,DARK,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DASH,DASH-USDT,DASH,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DAT,DAT-USDT,DAT,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DATA,DATA-USDT,DATA,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DATAOLD,DATAOLD-USDT,DATAOLD,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DATX,DATX-USDT,DATX,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DBC,DBC-USDT,DBC,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DBR,DBR-USDT,DBR,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DC,DC-USDT,DC,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,,DC-USDT,False,False,False,2,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DCC,DCC-USDT,DCC,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DCK,DCK-USDT,DCK,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,7,2024-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR
DCR,DCR-USDT,DCR,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DEB,DEB-USDT,DEB,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DECHAT,DECHAT-USDT,DECHAT,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DEEP,DEEP-USDT,DEEP,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DEFAI,DEFAI-USDT,DEFAI,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DEFI,DEFI-USDT,DEFI,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DEGEN,DEGEN-USDT,DEGEN,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DEGO,DEGO-USDT,DEGO,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DENT,DENT-USDT,DENT,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DEPOSIT,DEPOSIT-USDT,DEPOSIT,announcement_listing,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DERC,DERC-USDT,DERC,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DERO,DERO-USDT,DERO,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,,DERO-BTC;DERO-USDT,False,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DEUS,DEUS-USDT,DEUS,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DEXE,DEXE-USDT,DEXE,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,21,2022-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR
DFA,DFA-USDT,DFA,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DFI,DFI-USDT,DFI,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DFUN,DFUN-USDT,DFUN,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DFYN,DFYN-USDT,DFYN,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DG,DG-USDT,DG,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DGB,DGB-USDT,DGB,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DGC,DGC-USDT,DGC,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DGTX,DGTX-USDT,DGTX,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DIA,DIA-USDT,DIA,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,28,2021-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR
DIGI,DIGI-USDT,DIGI,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DIGIMON,DIGIMON-USDT,DIGIMON,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DIN,DIN-USDT,DIN,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DINO,DINO-USDT,DINO,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DIVI,DIVI-USDT,DIVI,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DJF,DJF-USDT,DJF,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DKK,DKK-USDT,DKK,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DLTA,DLTA-USDT,DLTA,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DMAIL,DMAIL-USDT,DMAIL,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DMC,DMC-USDT,DMC,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DMG,DMG-USDT,DMG,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DMTR,DMTR-USDT,DMTR,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,21,2022-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR
DN,DN-USDT,DN,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DNA,DNA-USDT,DNA,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DOAI,DOAI-USDT,DOAI,announcement_listing;current_currency_non_causal_seed,,,True,False,False,2,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DOCK,DOCK-USDT,DOCK,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DODO,DODO-USDT,DODO,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,21,2022-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR
DOGE,DOGE-USDT,DOGE,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,,DOGE-BTC,False,False,False,2,0,HIGH,PROBED,21,2022-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR
DOGE3L,DOGE3L-USDT,DOGE3L,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DOGE3S,DOGE3S-USDT,DOGE3S,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DOGEGOV,DOGEGOV-USDT,DOGEGOV,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DOGS,DOGS-USDT,DOGS,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,,DOGS-USDT,False,False,False,3,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DOLO,DOLO-USDT,DOLO,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DOMIN,DOMIN-USDT,DOMIN,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DON,DON-USDT,DON,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DOOD,DOOD-USDT,DOOD,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DOP,DOP-USDT,DOP,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DORA,DORA-USDT,DORA,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DOSE,DOSE-USDT,DOSE,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DOT,DOT-USDT,DOT,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,,DOT-USDT,False,False,False,2,0,HIGH,PROBED,28,2021-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR
DOT3L,DOT3L-USDT,DOT3L,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DOT3S,DOT3S-USDT,DOT3S,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DOVI,DOVI-USDT,DOVI,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DPET,DPET-USDT,DPET,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DPI,DPI-USDT,DPI,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DPR,DPR-USDT,DPR,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DPX,DPX-USDT,DPX,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DREAMS,DREAMS-USDT,DREAMS,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DRGN,DRGN-USDT,DRGN,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DRIFT,DRIFT-USDT,DRIFT,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DSLA,DSLA-USDT,DSLA,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DSYNC,DSYNC-USDT,DSYNC,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DTA,DTA-USDT,DTA,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DUCK,DUCK-USDT,DUCK,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DUSK,DUSK-USDT,DUSK,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,14,2023-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR
DVPN,DVPN-USDT,DVPN,announcement_listing,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DX,DX-USDT,DX,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,,DX-BTC;DX-ETH,False,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DYDX,DYDX-USDT,DYDX,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,21,2022-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR
DYDXDOWN,DYDXDOWN-USDT,DYDXDOWN,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DYDXUP,DYDXUP-USDT,DYDXUP,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
DYM,DYM-USDT,DYM,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DYP,DYP-USDT,DYP,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
DZD,DZD-USDT,DZD,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
E4C,E4C-USDT,E4C,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
EAT,EAT-USDT,EAT,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
EBTC,EBTC-USDT,EBTC,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
ECHO,ECHO-USDT,ECHO,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
ECOSYSTEM,ECOSYSTEM-USDT,ECOSYSTEM,announcement_listing,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
ECOX,ECOX-USDT,ECOX,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
EDEN,EDEN-USDT,EDEN,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
EDG,EDG-USDT,EDG,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
EDGE,EDGE-USDT,EDGE,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
EDGEN,EDGEN-USDT,EDGEN,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
EDGEOLD,EDGEOLD-USDT,EDGEOLD,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
EDN,EDN-USDT,EDN,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
EDR,EDR-USDT,EDR,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
EDU,EDU-USDT,EDU,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,7,2024-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR
EFI,EFI-USDT,EFI,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
EFX,EFX-USDT,EFX,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
EGAME,EGAME-USDT,EGAME,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
EGL1,EGL1-USDT,EGL1,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
EGLD,EGLD-USDT,EGLD,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,21,2022-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR
EGO,EGO-USDT,EGO,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
EGP,EGP-USDT,EGP,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
EGT,EGT-USDT,EGT,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
EIGEN,EIGEN-USDT,EIGEN,announcement_listing;current_currency_non_causal_seed,,,True,False,False,3,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
ELA,ELA-USDT,ELA,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
ELDE,ELDE-USDT,ELDE,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
ELEC,ELEC-USDT,ELEC,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
ELF,ELF-USDT,ELF,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
ELITEHERO,ELITEHERO-USDT,ELITEHERO,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
ELIX,ELIX-USDT,ELIX,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
ELIZAOS,ELIZAOS-USDT,ELIZAOS,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
ELON,ELON-USDT,ELON,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,21,2022-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR
ELP,ELP-USDT,ELP,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
ELSA,ELSA-USDT,ELSA,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
EMYC,EMYC-USDT,EMYC,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
ENA,ENA-USDT,ENA,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
ENADOWN,ENADOWN-USDT,ENADOWN,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
ENAUP,ENAUP-USDT,ENAUP,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
ENJ,ENJ-USDT,ENJ,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
ENQ,ENQ-USDT,ENQ,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,,ENQ-BTC;ENQ-USDT,False,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
ENS,ENS-USDT,ENS,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,21,2022-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR
ENSO,ENSO-USDT,ENSO,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
EOS,EOS-USDT,EOS,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,,EOS-USDC,False,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND
EOS3L,EOS3L-USDT,EOS3L,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
EOS3S,EOS3S-USDT,EOS3S,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN
