pair,canonical_asset_id,identity_status,identity_collision,temporal_mapping
GRIFT-USDT,GRIFT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GRIN-USDT,GRIN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GROVE-USDT,GROVE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GRT-USDT,GRT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GRT2L-USDT,GRT2L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GRT2S-USDT,GRT2S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GRVT-USDT,GRVT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GSPI-USDT,GSPI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GST-USDT,GST,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GTAI-USDT,GTAI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GTC-USDT,GTC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GTQ-USDT,GTQ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GTT-USDT,GTT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GUN-USDT,GUN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GVT-USDT,GVT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GWEI-USDT,GWEI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GX-USDT,GX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GYD-USDT,GYD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GZIL-USDT,GZIL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
H-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
H1-USDT,H1,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
H2O-USDT,H2O,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
H3RO3S-USDT,H3RO3S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HAEDAL-USDT,HAEDAL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HAI-USDT,HAI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HAIO-USDT,HAIO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HAKA-USDT,HAKA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HALO-USDT,HALO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HALOOLD-USDT,HALOOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HANA-USDT,HANA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HAPI-USDT,HAPI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HAPPY-USDT,HAPPY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HARD-USDT,HARD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HAS-USDT,HAS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HAT-USDT,HAT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HAVE-USDT,HAVE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HAWK-USDT,HAWK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HBAR-USDT,HBAR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HBB-USDT,HBB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HC-USDT,HC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HEART-USDT,HEART,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HEGIC-USDT,HEGIC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HEI-USDT,HEI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HERO-USDT,HERO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HFT-USDT,HFT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HFUN-USDT,HFUN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HGP-USDT,HGP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIAZUKI-USDT,HIAZUKI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIBAKC-USDT,HIBAKC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIBAYC-USDT,HIBAYC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIBEANZ-USDT,HIBEANZ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIBIRDS-USDT,HIBIRDS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HICLONEX-USDT,HICLONEX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HICOOLCATS-USDT,HICOOLCATS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIDOODLES-USDT,HIDOODLES,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIENS3-USDT,HIENS3,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIENS4-USDT,HIENS4,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIFI-USDT,HIFI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIFIDENZA-USDT,HIFIDENZA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIFLUF-USDT,HIFLUF,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIFRIENDS-USDT,HIFRIENDS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIGAZERS-USDT,HIGAZERS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIGH-USDT,HIGH,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIMAYC-USDT,HIMAYC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIMEEBITS-USDT,HIMEEBITS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIMFERS-USDT,HIMFERS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIOD-USDT,HIOD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIODBS-USDT,HIODBS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIP-USDT,HIP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIPENGUINS-USDT,HIPENGUINS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIPPO-USDT,HIPPO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIPUNKS-USDT,HIPUNKS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIRENGA-USDT,HIRENGA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HISAND33-USDT,HISAND33,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HISEALS-USDT,HISEALS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HISQUIGGLE-USDT,HISQUIGGLE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIUNDEAD-USDT,HIUNDEAD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HIVALHALLA-USDT,HIVALHALLA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HKD-USDT,HKD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HKN-USDT,HKN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HLG-USDT,HLG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HLO-USDT,HLO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HLS-USDT,HLS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HMND-USDT,HMND,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HMSTR-USDT,HMSTR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HNL-USDT,HNL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HNT-USDT,HNT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HOLD-USDT,HOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HOLDCOIN-USDT,HOLDCOIN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HOLO-USDT,HOLO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HOME-USDT,HOME,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HON-USDT,HON,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HONEY-USDT,HONEY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HOOLI-USDT,HOOLI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HORD-USDT,HORD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HOT-USDT,HOT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HOTCROSS-USDT,HOTCROSS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HOUSE-USDT,HOUSE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HPB-USDT,HPB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HPOS10I-USDT,HPOS10I,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HPP-USDT,HPP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HQ-USDT,HQ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HRK-USDT,HRK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HSK-USDT,HSK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HST-USDT,HST,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HT-USDT,HT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HTR-USDT,HTR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HTX-USDT,HTX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HUF-USDT,HUF,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HUMA-USDT,HUMA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HYDRA-USDT,HYDRA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HYPE-USDT,HYPE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HYPER-USDT,HYPER,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
HYVE-USDT,HYVE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IAG-USDT,IAG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ICE-USDT,ICE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ICNT-USDT,ICNT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ICP-USDT,ICP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ICPDOWN-USDT,ICPDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ICPUP-USDT,ICPUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ICX-USDT,ICX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ID-USDT,ID,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ID3L-USDT,ID3L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ID3S-USDT,ID3S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IDEA-USDT,IDEA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IDEX-USDT,IDEX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IDLENFT-USDT,IDLENFT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IDOS-USDT,IDOS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IDR-USDT,IDR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IGU-USDT,IGU,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IHC-USDT,IHC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IHT-USDT,IHT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IKA-USDT,IKA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ILA-USDT,ILA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ILS-USDT,ILS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ILV-USDT,ILV,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ILY-USDT,ILY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IMT-USDT,IMT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IMU-USDT,IMU,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IMX-USDT,IMX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IN-USDT,IN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
INC-USDT,INC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
INDI-USDT,INDI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
INFOFI-USDT,INFOFI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
INFRA-USDT,INFRA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ING-USDT,ING,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
INIT-USDT,INIT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
INJ-USDT,INJ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
INJDOWN-USDT,INJDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
INJUP-USDT,INJUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
INR-USDT,INR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
INS-USDT,INS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
INSP-USDT,INSP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
INVALID-USDT,INVALID,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
INX-USDT,INX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IO-USDT,IO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IOG-USDT,IOG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IOI-USDT,IOI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IOIOLD-USDT,IOIOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ION-USDT,ION,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IOST-USDT,IOST,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IOTA-USDT,IOTA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IOTX-USDT,IOTX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IR-USDT,IR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IRL-USDT,IRL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IRON-USDT,IRON,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IRR-USDT,IRR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IRYS-USDT,IRYS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ISK-USDT,ISK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ISLAND-USDT,ISLAND,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ISLM-USDT,ISLM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ISME-USDT,ISME,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ISP-USDT,ISP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ISSP-USDT,ISSP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ITAMCUBE-USDT,ITAMCUBE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ITC-USDT,ITC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ITHACA-USDT,ITHACA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IXS-USDT,IXS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
IZI-USDT,IZI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
J-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
J8T-USDT,J8T,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
JAILSTOOL-USDT,JAILSTOOL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
JAM-USDT,JAM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
JAR-USDT,JAR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
JASMY-USDT,JASMY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
JASMY3L-USDT,JASMY3L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
JASMY3S-USDT,JASMY3S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
JCT-USDT,JCT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
JELLYJELLY-USDT,JELLYJELLY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
JNT-USDT,JNT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
JPY-USDT,JPY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
JST-USDT,JST,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
JTO-USDT,JTO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
JTODOWN-USDT,JTODOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
JTOUP-USDT,JTOUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
JUC-USDT,JUC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
JUP-USDT,JUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
JUP1-USDT,JUP1,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
K-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KACE-USDT,KACE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KAGI-USDT,KAGI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KAI-USDT,KAI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KAIA-USDT,KAIA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KAIO-USDT,KAIO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KAITO-USDT,KAITO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KALT-USDT,KALT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KAR-USDT,KAR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KARA-USDT,KARA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KARATE-USDT,KARATE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KARRAT-USDT,KARRAT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KAS-USDT,KAS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KASDOWN-USDT,KASDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KASUP-USDT,KASUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KAT-USDT,KAT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KATOLD-USDT,KATOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KAVA-USDT,KAVA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KAVADOWN-USDT,KAVADOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KAVAUP-USDT,KAVAUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KCS-USDT,KCS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KDA-USDT,KDA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KDON-USDT,KDON,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KEEP-USDT,KEEP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KERNEL-USDT,KERNEL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KES-USDT,KES,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KEY-USDT,KEY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KGEN-USDT,KGEN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KGS-USDT,KGS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KHR-USDT,KHR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KICK-USDT,KICK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KICKS-USDT,KICKS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KILO-USDT,KILO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KIMA-USDT,KIMA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KIN-USDT,KIN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KING-USDT,KING,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KINGOLD-USDT,KINGOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KINOLD-USDT,KINOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KIP-USDT,KIP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KITE-USDT,KITE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KLAY-USDT,KLAY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KLINK-USDT,KLINK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KLUB-USDT,KLUB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KLV-USDT,KLV,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KMA-USDT,KMA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KMD-USDT,KMD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KMNO-USDT,KMNO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KNC-USDT,KNC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KNGL-USDT,KNGL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KOK-USDT,KOK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KOL-USDT,KOL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KOMA-USDT,KOMA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KONET-USDT,KONET,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KONG-USDT,KONG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KONO-USDT,KONO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KORI-USDT,KORI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KOS-USDT,KOS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KP3R-USDT,KP3R,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KPOL-USDT,KPOL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KRL-USDT,KRL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KRW-USDT,KRW,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KSM-USDT,KSM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KTS-USDT,KTS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KUCOIN-USDT,KUCOIN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KWD-USDT,KWD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KYD-USDT,KYD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KYL-USDT,KYL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KYO-USDT,KYO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
KZT-USDT,KZT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
L3-USDT,L3,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
