pair,canonical_asset_id,identity_status,identity_collision,temporal_mapping
DODO-USDT,DODO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DOGE-USDT,DOGE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DOGE3L-USDT,DOGE3L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DOGE3S-USDT,DOGE3S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DOGEGOV-USDT,DOGEGOV,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DOGS-USDT,DOGS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DOLO-USDT,DOLO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DOMIN-USDT,DOMIN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DON-USDT,DON,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DOOD-USDT,DOOD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DOP-USDT,DOP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DORA-USDT,DORA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DOSE-USDT,DOSE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DOT-USDT,DOT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DOT3L-USDT,DOT3L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DOT3S-USDT,DOT3S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DOVI-USDT,DOVI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DPET-USDT,DPET,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DPI-USDT,DPI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DPR-USDT,DPR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DPX-USDT,DPX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DREAMS-USDT,DREAMS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DRGN-USDT,DRGN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DRIFT-USDT,DRIFT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DSLA-USDT,DSLA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DSYNC-USDT,DSYNC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DTA-USDT,DTA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DUCK-USDT,DUCK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DUSK-USDT,DUSK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DVPN-USDT,DVPN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DX-USDT,DX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DYDX-USDT,DYDX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DYDXDOWN-USDT,DYDXDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DYDXUP-USDT,DYDXUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DYM-USDT,DYM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DYP-USDT,DYP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DZD-USDT,DZD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
E4C-USDT,E4C,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EAT-USDT,EAT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EBTC-USDT,EBTC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ECHO-USDT,ECHO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ECOSYSTEM-USDT,ECOSYSTEM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ECOX-USDT,ECOX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EDEN-USDT,EDEN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EDG-USDT,EDG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EDGE-USDT,EDGE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EDGEN-USDT,EDGEN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EDGEOLD-USDT,EDGEOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EDN-USDT,EDN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EDR-USDT,EDR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EDU-USDT,EDU,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EFI-USDT,EFI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EFX-USDT,EFX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EGAME-USDT,EGAME,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EGL1-USDT,EGL1,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EGLD-USDT,EGLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EGO-USDT,EGO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EGP-USDT,EGP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EGT-USDT,EGT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EIGEN-USDT,EIGEN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ELA-USDT,ELA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ELDE-USDT,ELDE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ELEC-USDT,ELEC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ELF-USDT,ELF,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ELITEHERO-USDT,ELITEHERO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ELIX-USDT,ELIX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ELIZAOS-USDT,ELIZAOS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ELON-USDT,ELON,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ELP-USDT,ELP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ELSA-USDT,ELSA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EMYC-USDT,EMYC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ENA-USDT,ENA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ENADOWN-USDT,ENADOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ENAUP-USDT,ENAUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ENJ-USDT,ENJ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ENQ-USDT,ENQ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ENS-USDT,ENS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ENSO-USDT,ENSO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EOS-USDT,EOS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EOS3L-USDT,EOS3L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EOS3S-USDT,EOS3S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EOSC-USDT,EOSC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EPIC-USDT,EPIC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EPIK-USDT,EPIK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EPK-USDT,EPK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EPRX-USDT,EPRX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EPS-USDT,EPS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EPT-USDT,EPT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EPX-USDT,EPX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EQTY-USDT,EQTY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EQX-USDT,EQX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EQZ-USDT,EQZ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ERA-USDT,ERA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ERG-USDT,ERG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ERN-USDT,ERN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ERSDL-USDT,ERSDL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ERTHA-USDT,ERTHA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ES-USDT,ES,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ESE-USDT,ESE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ESIM-USDT,ESIM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ESP-USDT,ESP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ESPORTS-USDT,ESPORTS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ETC-USDT,ETC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ETCDOWN-USDT,ETCDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ETCUP-USDT,ETCUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ETF-USDT,ETF,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ETGM-USDT,ETGM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ETH-USDT,ETH,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ETH2-USDT,ETH2,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ETH3L-USDT,ETH3L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ETH3S-USDT,ETH3S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ETHDOWN-USDT,ETHDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ETHFI-USDT,ETHFI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ETHO-USDT,ETHO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ETHUP-USDT,ETHUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ETHW-USDT,ETHW,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ETN-USDT,ETN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EUL-USDT,EUL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EUR-USDT,,EXCLUDED_STABLECOIN_OR_CASH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EVER-USDT,EVER,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EVX-USDT,EVX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EWT-USDT,EWT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EXRD-USDT,EXRD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EXY-USDT,EXY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
EYWA-USDT,EYWA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
F-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FALCONS-USDT,FALCONS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FARTCOIN-USDT,FARTCOIN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FASTER-USDT,FASTER,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FB-USDT,FB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FCD-USDT,FCD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FCL-USDT,FCL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FCON-USDT,FCON,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FEAR-USDT,FEAR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FET-USDT,FET,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FETDOWN-USDT,FETDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FETUP-USDT,FETUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FF-USDT,FF,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FI-USDT,FI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FIDA-USDT,FIDA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FIGHT-USDT,FIGHT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FIL-USDT,FIL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FILDOWN-USDT,FILDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FILUP-USDT,FILUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FINC-USDT,FINC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FIRE-USDT,FIRE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FITFI-USDT,FITFI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FJD-USDT,FJD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FKX-USDT,FKX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FLAME-USDT,FLAME,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FLIP-USDT,FLIP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FLIXX-USDT,FLIXX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FLK-USDT,FLK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FLOCK-USDT,FLOCK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FLOKI-USDT,FLOKI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FLOKIDOWN-USDT,FLOKIDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FLOKIUP-USDT,FLOKIUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FLOW-USDT,FLOW,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FLR-USDT,FLR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FLUX-USDT,FLUX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FLY-USDT,FLY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FOGO-USDT,FOGO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FOLKS-USDT,FOLKS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FOMO-USDT,FOMO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FORESTPLUS-USDT,FORESTPLUS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FORM-USDT,FORM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FORMOLD-USDT,FORMOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FORT-USDT,FORT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FORTH-USDT,FORTH,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FORWARD-USDT,FORWARD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FOTA-USDT,FOTA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FOXY-USDT,FOXY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FRA-USDT,FRA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FRAG-USDT,FRAG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FRAX-USDT,,EXCLUDED_STABLECOIN_OR_CASH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FRED-USDT,FRED,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FREEDOG-USDT,FREEDOG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FRM-USDT,FRM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FRONT-USDT,FRONT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FRONTDOWN-USDT,FRONTDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FRONTUP-USDT,FRONTUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FRR-USDT,FRR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FSN-USDT,FSN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FST-USDT,FST,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FT-USDT,FT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FTG-USDT,FTG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FTM-USDT,FTM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FTM3L-USDT,FTM3L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FTM3S-USDT,FTM3S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FTOLD-USDT,FTOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FTON-USDT,FTON,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FTT-USDT,FTT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FUEL-USDT,FUEL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FUN-USDT,FUN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FURY-USDT,FURY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FWOG-USDT,FWOG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FX-USDT,FX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
FXS-USDT,FXS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
G-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
G3-USDT,G3,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
G7-USDT,G7,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GAFI-USDT,GAFI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GAIA-USDT,GAIA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GAIN-USDT,GAIN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GAL-USDT,GAL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GALA-USDT,GALA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GALAX-USDT,GALAX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GALAX3L-USDT,GALAX3L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GALAX3S-USDT,GALAX3S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GALAXY-USDT,GALAXY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GAME-USDT,GAME,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GAMEAI-USDT,GAMEAI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GAMMA-USDT,GAMMA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GARI-USDT,GARI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GAS-USDT,GAS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GAT-USDT,GAT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GBP-USDT,GBP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GEEQ-USDT,GEEQ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GEL-USDT,GEL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GEM-USDT,GEM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GENIUS-USDT,GENIUS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GENS-USDT,GENS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GF-USDT,GF,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GFT-USDT,GFT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GGC-USDT,GGC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GGG-USDT,GGG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GHS-USDT,GHS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GHST-USDT,GHST,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GHX-USDT,GHX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GIGA-USDT,GIGA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GIGGLE-USDT,GIGGLE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GIZA-USDT,GIZA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GLA-USDT,GLA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GLCH-USDT,GLCH,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GLM-USDT,GLM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GLMR-USDT,GLMR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GLMRDOWN-USDT,GLMRDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GLMRUP-USDT,GLMRUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GLQ-USDT,GLQ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GLS-USDT,GLS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GMB-USDT,GMB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GMEE-USDT,GMEE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GMM-USDT,GMM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GMRX-USDT,GMRX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GMT-USDT,GMT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GMT3L-USDT,GMT3L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GMT3S-USDT,GMT3S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GMX-USDT,GMX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GNS-USDT,GNS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GO-USDT,GO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GOAL-USDT,GOAL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GOAT-USDT,GOAT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GOATS-USDT,GOATS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GOD-USDT,GOD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GODL-USDT,GODL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GODS-USDT,GODS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GOM2-USDT,GOM2,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GOMINING-USDT,GOMINING,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GORK-USDT,GORK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GOVI-USDT,GOVI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GPS-USDT,GPS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GPT-USDT,GPT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GRAIL-USDT,GRAIL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GRAM-USDT,GRAM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GRAPE-USDT,GRAPE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GRASS-USDT,GRASS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
GRIFFAIN-USDT,GRIFFAIN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
