currency,display_name,full_name,is_margin_enabled,is_debit_enabled,chain_count,canonical_asset_id,identity_confidence,current_metadata_isolation
DOCK,DOCK,DOCK,False,False,1,DOCK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DODO,DODO,DODO,False,True,2,DODO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DOGE,DOGE,Dogecoin,True,True,1,DOGE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DOGE3L,DOGE3L,DOGE 3x Long,False,False,1,DOGE3L,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DOGE3S,DOGE3S,DOGE 3x Short,False,False,1,DOGE3S,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DOGEGOV,DOGEGOV,Department Of Government Efficiency,False,False,1,DOGEGOV,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DOGS,DOGS,DOGS,False,True,2,DOGS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DOLO,DOLO,Dolomite,False,False,1,DOLO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DOMIN,DOMIN,Domin Network,False,False,1,DOMIN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DON,DON,donnie_finance,False,False,1,DON,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DOOD,DOOD,Doodles,False,True,1,DOOD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DOP,DOP,Data Ownership Protocol,False,False,1,DOP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DORA,DORA,Dora Factory,False,False,1,DORA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DOSE,DOSE,DOSE,False,False,1,DOSE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DOT,DOT,Polkadot,True,True,1,DOT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DOT3L,DOT3L,DOT 3x Long,False,False,1,DOT3L,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DOT3S,DOT3S,DOT 3x Short,False,False,1,DOT3S,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DOVI,DOVI,Dovi,False,False,1,DOVI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DPET,DPET,My DeFi Pet,False,False,2,DPET,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DPI,DPI,Defi Pulse Index,False,False,1,DPI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DPR,DPR,Deeper Network,False,False,2,DPR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DPX,DPX,Dopex,False,False,1,DPX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DREAMS,DREAMS,Dreams Quest,False,False,1,DREAMS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DRGN,DRGN,Dragonchain,False,False,1,DRGN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DRIFT,DRIFT,Drift Protocol,False,False,1,DRIFT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DSLA,DSLA,DSLA Protocol,False,False,1,DSLA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DSYNC,DSYNC,Destra Network,False,False,1,DSYNC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DTA,DTA,DATA,False,False,1,DTA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DUCK,DUCK,DuckChain,False,True,2,DUCK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DUSK,DUSK,Dusk,False,True,1,DUSK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DX,DX,DxChain,False,False,1,DX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DYDX,DYDX,dYdX,False,True,1,DYDX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DYDXDOWN,DYDXDOWN,DYDX 2-4 Short,False,False,1,DYDXDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DYDXUP,DYDXUP,DYDX 2-4 Long,False,False,1,DYDXUP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DYM,DYM,Dymension,False,True,1,DYM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DYP,DYP,Dypius,False,False,1,DYP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
DZD,DZD,Algerian Dinar,False,False,0,DZD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
E4C,E4C,E4C,False,False,1,E4C,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EAT,EAT,375ai,False,False,1,EAT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EBTC,EBTC,eBitcoin,False,False,1,EBTC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ECHO,ECHO,Echo,False,False,1,ECHO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ECOX,ECOx,Eco,False,False,1,ECOX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EDEN,EDEN,OpenEden,False,False,1,EDEN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EDG,EDG,Edgeware,False,False,1,EDG,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EDGE,EDGE,Edge,False,False,1,EDGE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EDGEN,EDGEN,LayerEdge,False,False,1,EDGEN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EDGEOLD,EDGEOLD,Edge,False,False,1,EDGEOLD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EDN,EDN,EdenChain,False,False,1,EDN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EDR,EDR,Endor Protocol,False,False,1,EDR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EDU,EDU,Open Campus,False,False,1,EDU,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EFI,EFI,Efinity,False,False,2,EFI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EFX,EFX,Effect.AI,False,False,1,EFX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EGAME,EGAME,EVERY GAME,False,False,1,EGAME,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EGL1,EGL1,EGL1,False,False,1,EGL1,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EGLD,EGLD,MultiversX,False,True,1,EGLD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EGO,EGO,Paysenger EGO,False,False,1,EGO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EGP,EGP,Eigenpie,False,False,1,EGP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EGT,EGT,Egretia,False,False,1,EGT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EIGEN,EIGEN,Eigen,True,True,1,EIGEN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ELA,ELA,Elastos,False,True,2,ELA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ELDE,ELDE,Elderglade,False,True,2,ELDE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ELEC,ELEC,Electrify.Asia,False,False,1,ELEC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ELF,ELF,aelf,False,False,1,ELF,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ELITEHERO,ELITEHERO,CEBG,False,False,1,ELITEHERO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ELIX,ELIX,Elixir,False,False,1,ELIX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ELIZAOS,ELIZAOS,elizaOS,False,False,1,ELIZAOS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ELON,ELON,Dogelon,False,True,1,ELON,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ELP,ELP,Elympics,False,False,1,ELP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ELSA,ELSA,Elsa,False,False,1,ELSA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EMYC,EMYC,emyc,False,False,1,EMYC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ENA,ENA,Ethena,True,True,1,ENA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ENADOWN,ENADOWN,ENA 2-4 Short,False,False,1,ENADOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ENAUP,ENAUP,ENA 2-4 Long,False,False,1,ENAUP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ENJ,ENJ,Enjin Coin,False,True,1,ENJ,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ENQ,ENQ,Enecuum,False,False,1,ENQ,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ENS,ENS,Ethereum Name Service,False,True,1,ENS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ENSO,ENSO,Enso,False,False,1,ENSO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EOS,EOS,EOS,False,True,1,EOS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EOS3L,EOS3L,EOS 3x Long,False,False,1,EOS3L,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EOS3S,EOS3S,EOS 3x Short,False,False,1,EOS3S,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EOSC,EOSC,EOSForce,False,False,1,EOSC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EPIC,EPIC,Epic Chain,False,False,1,EPIC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EPIK,EPIK,Epik Prime,False,True,1,EPIK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EPK,EPK,EpiK Protocol,False,False,1,EPK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EPRX,EPRX,EPRX,False,False,1,EPRX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EPS,EPS,Ellipsis,False,False,1,EPS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EPT,EPT,Balance,False,False,2,EPT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EPX,EPX,Ellipsis X,False,False,1,EPX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EQTY,EQTY,EQTY,False,False,1,EQTY,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EQX,EQX,EQIFi,False,False,1,EQX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EQZ,EQZ,Equalizer,False,False,2,EQZ,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ERA,ERA,Caldera,False,True,1,ERA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ERG,ERG,Ergo,False,False,1,ERG,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ERN,ERN,Ethernity Chain,False,True,1,ERN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ERSDL,ERSDL,UnFederalReserveToken,False,False,1,ERSDL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ERTHA,ERTHA,Ertha,False,False,1,ERTHA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ES,ES,Eclipse,False,True,2,ES,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ESE,ESE,eesee,False,False,2,ESE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ESIM,ESIM,Depinsim,False,False,1,ESIM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ESP,ESP,Espresso,False,False,1,ESP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ESPORTS,ESPORTS,Yooldo Games,False,False,1,ESPORTS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ETC,ETC,Ethereum Classic,True,True,1,ETC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ETCDOWN,ETCDOWN,ETC 2-4 Short,False,False,1,ETCDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ETCUP,ETCUP,ETC 2-4 Long,False,False,1,ETCUP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ETF,ETF,Ethereum Fog,False,False,1,ETF,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ETGM,ETGM,ETGM,False,False,1,ETGM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ETH,ETH,Ethereum,True,True,6,ETH,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ETH2,ksETH,Ethereum2.0,False,False,1,ETH2,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ETH3L,ETH3L,ETH 3x Long,False,False,1,ETH3L,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ETH3S,ETH3S,ETH 3x Short,False,False,1,ETH3S,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ETHDOWN,ETHDOWN,ETH 2-4 Short,False,False,1,ETHDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ETHFI,ETHFI,ether.fi,False,True,1,ETHFI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ETHO,ETHO,Etho Protocol,False,False,1,ETHO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ETHUP,ETHUP,ETH 2-4 Long,False,False,1,ETHUP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ETHW,ETHW,ETHPoW,False,True,1,ETHW,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
ETN,ETN,Electroneum,False,True,1,ETN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EUL,EUL,Euler,False,False,1,EUL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EUR,EUR,Euro,False,False,0,,LOW,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EVER,EVER,Everscale,False,False,2,EVER,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EVX,EVX,Everex,False,False,1,EVX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EWT,EWT,Energy Web Token,False,False,1,EWT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EXRD,EXRD,Radix,False,False,1,EXRD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EXY,EXY,Experty,False,False,1,EXY,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
EYWA,EYWA,EYWA,False,False,1,EYWA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
F,F,SynFutures,False,False,2,,LOW,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FALCONS,FALCONS,FalconSwaps Token,False,False,1,FALCONS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FARTCOIN,FARTCOIN,Fartcoin,False,True,1,FARTCOIN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FASTER,FASTER,Archer Hunter,False,False,1,FASTER,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FB,FB,Fractal Bitcoin,False,False,1,FB,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FCD,FCD,FreshCut Diamond,False,False,1,FCD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FCL,FCL,Fractal,False,False,1,FCL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FCON,FCON,Space Falcon,False,False,1,FCON,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FEAR,FEAR,FEAR,False,False,1,FEAR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FET,FET,Artificial Superintelligence Alliance,True,True,1,FET,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FETDOWN,FETDOWN,FET 2-4 Short,False,False,1,FETDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FETUP,FETUP,FET 2-4 Long,False,False,1,FETUP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FF,FF,Falcon Finance,False,False,1,FF,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FIDA,FIDA,Bonfida,False,False,1,FIDA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FIGHT,FIGHT,Fight,False,False,1,FIGHT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FIL,FIL,Filecoin,True,True,1,FIL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FILDOWN,FILDOWN,FIL 2-4 Short,False,False,1,FILDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FILUP,FILUP,FIL 2-4 Long,False,False,1,FILUP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FINC,FINC,Finceptor,False,False,1,FINC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FIRE,FIRE,MATR1X,False,False,1,FIRE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FITFI,FITFI,Step App,False,True,1,FITFI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FJD,FJD,Fiji Dollar,False,False,0,FJD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FKX,FKX,FortKnoxster,False,False,1,FKX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FLAME,FLAME,FireStarter,False,False,1,FLAME,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FLIP,FLIP,Chainflip,False,False,1,FLIP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FLIXX,FLIXX,Flixxo,False,False,1,FLIXX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FLK,FLK,Fleek,False,False,1,FLK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FLOCK,FLOCK,Flock,False,False,1,FLOCK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FLOKI,FLOKI,FLOKI,False,True,2,FLOKI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FLOKIDOWN,FLOKIDOWN,FLOKI 2-4 Short,False,False,1,FLOKIDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FLOKIUP,FLOKIUP,FLOKI 2-4 Long,False,False,1,FLOKIUP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FLOW,FLOW,Flow,False,True,1,FLOW,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FLR,FLR,Flare Network,False,True,1,FLR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FLUX,FLUX,flux,False,True,1,FLUX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FLY,FLY,Franklin,False,False,1,FLY,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FOGO,FOGO,FOGO,False,True,1,FOGO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FOLKS,FOLKS,Folks Finance,False,False,1,FOLKS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FOMO,FOMO,Fomo,False,False,1,FOMO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FORESTPLUS,FORESTPLUS,The Forbidden Forest,False,False,1,FORESTPLUS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FORM,FORM,Form,False,False,1,FORM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FORMOLD,FORMOLD,Formation Fi,False,False,1,FORMOLD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FORT,FORT,Forta,False,False,1,FORT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FORTH,FORTH,Ampleforth Governance Token,False,False,1,FORTH,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FORWARD,FORWARD,Forward Protocol,False,False,1,FORWARD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FOTA,FOTA,Fortuna,False,False,1,FOTA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FOXY,FOXY,Foxy,False,True,1,FOXY,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FRA,FRA,Findora,False,False,1,FRA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FRAG,FRAG,Fragmetric,False,False,1,FRAG,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FRAX,FRAX,FRAX,False,False,1,,LOW,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FRED,FRED,First Convicted RACCON,False,False,1,FRED,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FREEDOG,FREEDOG,Freedogs,False,False,1,FREEDOG,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FRM,FRM,Ferrum Network,False,False,1,FRM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FRONT,FRONT,Frontier,False,True,1,FRONT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FRONTDOWN,FRONTDOWN,FRONT 2-4 Short,False,False,1,FRONTDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FRONTUP,FRONTUP,FRONT 2-4 Long,False,False,1,FRONTUP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FRR,FRR,Frontrow,False,False,1,FRR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FSN,FSN,Fusion,False,False,1,FSN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FST,FST,FreeStyle Classic,False,False,1,FST,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FTG,FTG,OnGO,False,False,1,FTG,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FTM,FTM,Fantom,False,True,2,FTM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FTM3L,FTM3L,FTM 3x Long,False,False,1,FTM3L,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FTM3S,FTM3S,FTM 3x Short,False,False,1,FTM3S,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FTOLD,FTOLD,Fracton Protocol,False,False,1,FTOLD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FTON,FTON,Fanton,False,False,2,FTON,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FTT,FTT,FTX Token,False,True,1,FTT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FUEL,FUEL,Fuel Network,False,True,1,FUEL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FUN,FUN,Sport.fun,False,False,1,FUN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FURY,FURY,Engines of Fury,False,False,1,FURY,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FWOG,FWOG,FWOG,False,False,1,FWOG,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FX,FX,Function X,False,False,1,FX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
FXS,FXS,Frax Share,False,True,1,FXS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
G,G,Gravity,False,False,2,,LOW,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
G3,G3,GAM3S.GG,False,False,2,G3,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
G7,G7,Game7,False,False,1,G7,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
GAFI,GAFI,GameFi,False,False,1,GAFI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
GAIA,GAIA,Gaia,False,False,1,GAIA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
GAIN,GAIN,GriffinAI,False,False,1,GAIN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
GAL,GAL,Galxe,False,True,1,GAL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
GALA,GALADELISTED,GALAdelisted,False,False,1,GALA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
GALAX,GALA,Gala Games,False,True,1,GALAX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
GALAX3L,GALAX3L,GALAX 3x Long,False,False,1,GALAX3L,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
GALAX3S,GALAX3S,GALAX 3x Short,False,False,1,GALAX3S,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
GAME,GAME,GAME Token,False,False,1,GAME,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
GAMEAI,GAMEAI,GAME by Virtuals,False,False,1,GAMEAI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
GAMMA,GAMMA,Gamma,False,False,1,GAMMA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
GARI,GARI,Gari Network,False,True,1,GARI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
GAS,GAS,NeoGas,False,False,1,GAS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
GAT,GAT,Global Awards Token,False,False,1,GAT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
