variant_id,universe_id,cost_multiplier,partition_id,hours_total,membership_missing_hours,market_gate_off_hours,no_daily_rank_hours,ranked_asset_checks,rank_membership_changed_rejections,missing_feature_rejections,trend_rejections,extension_rejections,pullback_touch_rejections,pullback_recovery_rejections,breakout_rejections,contraction_rejections,cost_hurdle_rejections,candidate_signals,top_k_saturation_hours,partition_final_bar_skips,market_gate_breadth_below_threshold,market_gate_median_168h_return_nonpositive,market_gate_btc_below_ema,market_gate_btc_ema_slope_nonpositive
RD19_P2_V10,E2,1.0,VALIDATION_2022,8760,0,6304,1137,4385,0,0,218,3802,0,0,365,0,0,0,0,0,329,586,5389,
RD19_P2_V10,E2,1.0,STRESS_2023,8760,0,5093,545,11151,0,0,705,9707,0,0,739,0,0,0,0,0,513,699,3881,
RD19_P2_V10,E2,2.0,DISCOVERY_CORE,26304,2160,13829,1759,30680,0,0,1868,27020,0,0,1792,0,0,0,0,0,1603,1989,10237,
RD19_P2_V10,E2,2.0,VALIDATION_2022,8760,0,6304,1137,4385,0,0,218,3802,0,0,365,0,0,0,0,0,329,586,5389,
RD19_P2_V10,E2,2.0,STRESS_2023,8760,0,5093,545,11151,0,0,705,9707,0,0,739,0,0,0,0,0,513,699,3881,
RD19_P2_V11,C2,1.0,DISCOVERY_CORE,26304,2160,15079,1838,27242,0,0,986,25566,5,606,0,0,57,22,0,0,2399,1041,10237,1402.0
RD19_P2_V11,C2,1.0,VALIDATION_2022,8760,0,6663,1033,2760,0,0,117,2586,6,45,0,0,5,1,0,0,388,329,5389,557.0
RD19_P2_V11,C2,1.0,STRESS_2023,8760,0,5648,502,9377,0,0,309,8865,3,175,0,0,22,3,0,0,940,315,3881,512.0
RD19_P2_V11,C2,2.0,DISCOVERY_CORE,26304,2160,15079,1838,27242,0,0,986,25566,5,606,0,0,70,9,0,0,2399,1041,10237,1402.0
RD19_P2_V11,C2,2.0,VALIDATION_2022,8760,0,6663,1033,2760,0,0,117,2586,6,45,0,0,6,0,0,0,388,329,5389,557.0
RD19_P2_V11,C2,2.0,STRESS_2023,8760,0,5648,502,9377,0,0,309,8865,3,175,0,0,25,0,0,0,940,315,3881,512.0
RD19_P2_V11,D2,1.0,DISCOVERY_CORE,26304,2160,15042,1910,26516,0,0,932,24954,5,548,0,0,61,16,0,0,2351,1052,10237,1402.0
RD19_P2_V11,D2,1.0,VALIDATION_2022,8760,0,6663,1033,2760,0,0,117,2586,6,45,0,0,5,1,0,0,388,329,5389,557.0
RD19_P2_V11,D2,1.0,STRESS_2023,8760,0,5537,594,9618,0,0,284,9118,3,188,0,0,22,3,0,0,874,270,3881,512.0
RD19_P2_V11,D2,2.0,DISCOVERY_CORE,26304,2160,15042,1910,26516,0,0,932,24954,5,548,0,0,73,4,0,0,2351,1052,10237,1402.0
RD19_P2_V11,D2,2.0,VALIDATION_2022,8760,0,6663,1033,2760,0,0,117,2586,6,45,0,0,6,0,0,0,388,329,5389,557.0
RD19_P2_V11,D2,2.0,STRESS_2023,8760,0,5537,594,9618,0,0,284,9118,3,188,0,0,25,0,0,0,874,270,3881,512.0
RD19_P2_V11,E2,1.0,DISCOVERY_CORE,26304,2160,15064,1772,27370,0,0,986,25685,5,615,0,0,57,22,0,0,2399,1026,10237,1402.0
RD19_P2_V11,E2,1.0,VALIDATION_2022,8760,0,6663,1033,2760,0,0,117,2586,6,45,0,0,5,1,0,0,388,329,5389,557.0
RD19_P2_V11,E2,1.0,STRESS_2023,8760,0,5592,556,9408,0,0,284,8921,3,175,0,0,22,3,0,0,903,296,3881,512.0
RD19_P2_V11,E2,2.0,DISCOVERY_CORE,26304,2160,15064,1772,27370,0,0,986,25685,5,615,0,0,70,9,0,0,2399,1026,10237,1402.0
RD19_P2_V11,E2,2.0,VALIDATION_2022,8760,0,6663,1033,2760,0,0,117,2586,6,45,0,0,6,0,0,0,388,329,5389,557.0
RD19_P2_V11,E2,2.0,STRESS_2023,8760,0,5592,556,9408,0,0,284,8921,3,175,0,0,25,0,0,0,903,296,3881,512.0
RD19_P2_V12,C2,1.0,DISCOVERY_CORE,26304,2160,13845,1743,30673,0,0,1868,25737,23,2727,0,0,232,86,5,0,1603,2005,10237,
RD19_P2_V12,C2,1.0,VALIDATION_2022,8760,0,6304,1137,4385,0,0,218,3534,1,572,0,0,55,5,0,0,329,586,5389,
RD19_P2_V12,C2,1.0,STRESS_2023,8760,0,5169,526,10920,0,0,724,8960,15,1038,0,0,155,28,1,0,543,745,3881,
RD19_P2_V12,C2,2.0,DISCOVERY_CORE,26304,2160,13845,1743,30677,0,0,1868,25741,23,2727,0,0,299,19,1,0,1603,2005,10237,
RD19_P2_V12,C2,2.0,VALIDATION_2022,8760,0,6304,1137,4385,0,0,218,3534,1,572,0,0,60,0,0,0,329,586,5389,
RD19_P2_V12,C2,2.0,STRESS_2023,8760,0,5169,526,10924,0,0,725,8962,15,1039,0,0,183,0,0,0,543,745,3881,
RD19_P2_V12,D2,1.0,DISCOVERY_CORE,26304,2160,13751,1891,30764,0,0,1773,25906,17,2736,0,0,239,93,6,0,1603,1911,10237,
RD19_P2_V12,D2,1.0,VALIDATION_2022,8760,0,6304,1137,4385,0,0,218,3534,1,572,0,0,55,5,0,0,329,586,5389,
RD19_P2_V12,D2,1.0,STRESS_2023,8760,0,5045,585,11366,0,0,753,9353,15,1063,0,0,157,25,0,0,506,658,3881,
RD19_P2_V12,D2,2.0,DISCOVERY_CORE,26304,2160,13751,1891,30766,0,0,1773,25908,17,2736,0,0,311,21,1,0,1603,1911,10237,
RD19_P2_V12,D2,2.0,VALIDATION_2022,8760,0,6304,1137,4385,0,0,218,3534,1,572,0,0,60,0,0,0,329,586,5389,
RD19_P2_V12,D2,2.0,STRESS_2023,8760,0,5045,585,11366,0,0,753,9353,15,1063,0,0,182,0,0,0,506,658,3881,
RD19_P2_V12,E2,1.0,DISCOVERY_CORE,26304,2160,13829,1759,30673,0,0,1868,25737,23,2727,0,0,232,86,5,0,1603,1989,10237,
RD19_P2_V12,E2,1.0,VALIDATION_2022,8760,0,6304,1137,4385,0,0,218,3534,1,572,0,0,55,5,0,0,329,586,5389,
RD19_P2_V12,E2,1.0,STRESS_2023,8760,0,5093,545,11147,0,0,704,9187,15,1054,0,0,156,31,1,0,513,699,3881,
RD19_P2_V12,E2,2.0,DISCOVERY_CORE,26304,2160,13829,1759,30677,0,0,1868,25741,23,2727,0,0,299,19,1,0,1603,1989,10237,
RD19_P2_V12,E2,2.0,VALIDATION_2022,8760,0,6304,1137,4385,0,0,218,3534,1,572,0,0,60,0,0,0,329,586,5389,
RD19_P2_V12,E2,2.0,STRESS_2023,8760,0,5093,545,11151,0,0,705,9189,15,1055,0,0,187,0,0,0,513,699,3881,
